SCC,SCV,DVV,ICP,CCDT,CVCT,ACCV C,ACCV D,ECD,ECV,CCD,CCV,SoH
-0.036771,0.020149,0.583312,1.602585,19.998730,12.000023,3.453469,2.748530,178.556233,8.687801,1.069914,0.043596,0.972860
-0.035693,0.018337,0.487245,2.212366,19.998583,11.416758,3.448504,2.740087,178.814193,7.003886,1.072499,0.034964,0.974738
-0.034915,0.017802,0.476872,2.298252,19.998767,11.250087,3.448135,2.753703,179.294884,6.660187,1.074007,0.033246,0.975904
-0.036606,0.017721,0.447333,2.082833,19.998633,11.250047,3.446463,2.758682,179.333030,6.746500,1.074390,0.033647,0.976364
-0.035043,0.017578,0.449997,2.263874,19.998582,11.250233,3.446811,2.747398,179.293469,6.495993,1.074618,0.032473,0.975189
-0.037482,0.016775,0.434605,2.472816,19.998847,11.166672,3.445155,2.756628,179.511211,6.592351,1.075188,0.032805,0.976958
-0.033796,0.017009,0.433877,2.811038,19.998587,11.083420,3.446202,2.762835,179.594483,6.386343,1.075607,0.031851,0.977420
-0.038041,0.017633,0.438748,1.992448,19.998485,11.166745,3.447525,2.745997,179.343760,6.620142,1.075319,0.032980,0.977140
-0.039373,0.017171,0.431866,1.981050,19.998672,11.083373,3.447216,2.758689,179.564293,6.435778,1.075891,0.032022,0.977628
-0.039312,0.017152,0.414372,2.161356,19.998570,11.083330,3.447977,2.752770,179.578904,6.509828,1.076214,0.032378,0.977965
-0.035829,0.016944,0.398237,2.512368,19.998557,11.083177,3.446094,2.760834,179.482364,6.436218,1.076018,0.032081,0.977678
-0.035282,0.016290,0.337959,2.102001,19.998690,11.000113,3.443176,2.745350,179.661611,6.255180,1.076591,0.031196,0.978249
-0.035836,0.016851,0.408176,2.259108,19.998582,11.000010,3.445208,2.754954,179.668878,6.323737,1.076881,0.031504,0.978580
-0.035768,0.016749,0.401800,1.934449,19.998783,11.000062,3.446094,2.734434,179.640186,6.313412,1.076835,0.031398,0.978440
-0.034412,0.016685,0.427181,2.250011,19.998690,10.916673,3.445514,2.736300,179.799301,6.088046,1.077120,0.030329,0.978766
-0.038511,0.016946,0.426026,2.478997,19.998702,10.916718,3.445385,2.758443,179.678017,6.117634,1.077207,0.030446,0.978912
-0.036650,0.016667,0.388510,3.157622,19.998653,10.916667,3.444391,2.739899,179.761259,6.092666,1.077202,0.030393,0.978836
-0.036606,0.016521,0.410016,2.652418,19.998720,10.916620,3.445345,2.763071,179.903600,6.163876,1.077517,0.030683,0.979180
-0.034782,0.016695,0.412193,1.887573,19.998692,10.916688,3.443743,2.747379,179.576179,6.120587,1.077333,0.030482,0.978966
-0.036350,0.017072,0.419467,2.075656,19.998625,10.916645,3.445692,2.751611,179.846156,6.186566,1.077629,0.030771,0.979257
-0.037030,0.016766,0.407993,2.451372,19.998595,10.916653,3.444714,2.769660,179.900582,6.247002,1.078009,0.031022,0.979525
-0.041495,0.016513,0.444514,1.962699,19.998568,10.916798,3.446600,2.758030,179.641085,6.187373,1.077721,0.030859,0.979335
-0.036511,0.016123,0.442708,2.398950,19.998692,10.916688,3.444508,2.748801,179.732997,6.186967,1.077729,0.030819,0.979305
-0.040047,0.016458,0.441141,2.672108,19.998650,10.916745,3.441607,2.754765,179.745384,6.246452,1.077971,0.031054,0.979543
-0.037637,0.016787,0.376035,2.186109,19.998780,10.916627,3.445135,2.742994,179.512711,6.164779,1.077579,0.030681,0.979147
-0.036678,0.017066,0.411473,2.145143,19.998640,10.833582,3.447827,2.742402,179.804440,5.982112,1.078088,0.029808,0.979650
-0.034340,0.016192,0.368328,2.540602,19.998823,10.833448,3.444003,2.759540,179.888846,5.993464,1.078272,0.029910,0.979828
-0.037576,0.016538,0.408918,3.370353,19.998745,10.916717,3.444559,2.745232,179.628180,6.253065,1.077922,0.031049,0.979536
-0.034378,0.015767,0.410728,3.201824,19.998683,10.833460,3.442526,2.745291,179.805595,6.005822,1.078342,0.029963,0.979871
-0.034893,0.016213,0.409315,2.519914,19.998633,10.833277,3.443409,2.749824,179.713261,6.024868,1.078414,0.030033,0.979917
-0.037667,0.016629,0.426577,2.967372,19.998717,10.916797,3.446327,2.748529,179.575377,6.238512,1.078024,0.031068,0.979561
-0.037103,0.016500,0.385993,2.582970,19.998710,10.833463,3.445682,2.748046,179.735363,5.996046,1.078279,0.029886,0.979820
-0.036598,0.016501,0.368699,1.983065,19.998655,10.833357,3.443874,2.741488,179.539975,6.039760,1.078471,0.030037,0.979985
-0.036287,0.016877,0.396534,2.521327,19.998690,10.833415,3.449551,2.744932,179.601166,5.979789,1.078275,0.029851,0.979743
-0.038075,0.016485,0.403407,2.397473,19.998570,10.833255,3.445782,2.741968,179.618138,6.023375,1.078501,0.030003,0.979967
-0.035046,0.016041,0.380077,2.135685,19.998692,10.833397,3.443746,2.756795,179.443475,6.037312,1.078516,0.030080,0.980011
-0.039291,0.016252,0.407946,1.817820,19.998573,10.833373,3.443861,2.741825,179.678708,6.057776,1.078690,0.030207,0.980128
-0.041160,0.016647,0.372490,2.444501,19.998743,10.833518,3.445403,2.754841,179.751385,6.150989,1.079022,0.030577,0.980490
-0.038191,0.015754,0.352006,9.548627,19.998663,10.833490,3.442610,2.757283,179.532518,6.087136,1.078784,0.030302,0.980233
-0.040286,0.016759,0.286948,2.389781,19.998595,10.833503,3.445364,2.753287,179.658708,6.113974,1.078835,0.030439,0.980351
-0.036860,0.016895,0.337955,4.659189,19.998567,10.749972,3.446492,2.736629,179.708361,5.833069,1.078971,0.029122,0.980457
-0.038386,0.016653,0.383059,1.893642,19.998688,10.833387,3.448114,2.756038,179.398106,6.032125,1.078559,0.030114,0.980020
-0.037390,0.016998,0.406686,2.321049,19.998635,10.833285,3.448938,2.749136,179.636827,6.127965,1.078870,0.030436,0.980361
-0.036044,0.016435,0.351667,2.721812,19.998598,10.750122,3.446629,2.750353,179.692282,5.860517,1.079092,0.029218,0.980527
-0.037685,0.016258,0.399778,2.386691,19.998615,10.833370,3.447711,2.748840,179.364046,6.046682,1.078604,0.030177,0.980045
-0.035513,0.015943,0.368239,2.454925,19.998622,10.833495,3.444839,2.745787,179.568520,6.151689,1.078986,0.030547,0.980447
-0.035667,0.016432,0.423567,2.595394,19.998512,10.833518,3.445147,2.739825,179.540236,6.156390,1.079144,0.030655,0.980559
-0.037823,0.016786,0.410558,2.456755,19.998822,10.833585,3.446289,2.754295,179.204945,6.040149,1.078464,0.030110,0.979950
-0.037808,0.016327,0.377211,2.651267,19.998660,10.833280,3.446800,2.757958,179.442100,6.124088,1.078906,0.030420,0.980348
-0.036385,0.015906,0.407168,2.445549,19.998713,10.749952,3.445688,2.743672,179.358904,5.858307,1.079075,0.029262,0.980544
-0.036385,0.016376,0.432539,2.533815,19.998623,10.833492,3.443188,2.739981,179.282823,6.075162,1.078724,0.030262,0.980166
-0.037832,0.016836,0.352256,2.893617,19.998680,10.750023,3.448514,2.749687,179.457902,5.842831,1.079028,0.029135,0.980464
-0.037133,0.016706,0.411360,1.949617,19.998483,10.750088,3.447316,2.729220,179.297113,5.867282,1.079131,0.029310,0.980627
-0.037687,0.016480,0.416989,2.033791,19.998742,10.833242,3.444236,2.746730,179.288436,6.095986,1.078823,0.030378,0.980292
-0.035962,0.016848,0.408011,2.867098,19.998757,10.749957,3.448114,2.734825,179.396727,5.853878,1.079091,0.029240,0.980525
-0.036282,0.016411,0.405741,2.599337,19.998717,10.750162,3.444856,2.739033,179.111821,5.835166,1.078959,0.029108,0.980444
-0.037603,0.016596,0.423578,2.382047,19.998595,10.833215,3.447094,2.756016,179.210630,6.043876,1.078882,0.030098,0.980034
-0.038667,0.016763,0.420776,2.689601,19.998667,10.833288,3.446301,2.753975,179.234076,6.156173,1.079088,0.030579,0.980500
-0.036370,0.016362,0.389696,2.169324,19.998665,10.833528,3.444531,2.729025,178.896473,6.074203,1.078733,0.030276,0.980191
-0.036930,0.016365,0.381282,2.639093,19.998583,10.833512,3.447376,2.744583,179.213111,6.141713,1.079011,0.030482,0.980411
-0.036702,0.017298,0.409359,2.540606,19.998672,10.750117,3.450097,2.745783,179.337705,5.869877,1.079203,0.029304,0.980623
