SCC,SCV,DVV,ICP,CCDT,CVCT,ACCV C,ACCV D,ECD,ECV,CCD,CCV,SoH
-0.038019,0.022231,0.698568,1.479657,19.998438,12.416840,3.456744,2.751832,177.280948,9.038164,1.064195,0.045296,0.967498
-0.035238,0.019269,0.522292,1.865583,19.998525,11.666843,3.448408,2.750950,178.013982,6.971015,1.068010,0.034907,0.970451
-0.035741,0.018582,0.545048,1.778843,19.998685,11.583428,3.448785,2.747910,178.171851,6.899533,1.069111,0.034398,0.971507
-0.035737,0.018233,0.540414,2.158398,19.998762,11.500128,3.448534,2.739033,178.308657,6.748738,1.069867,0.033585,0.972163
-0.033118,0.018596,0.485498,2.800604,19.998862,11.416790,3.447674,2.756043,178.493845,6.586924,1.070577,0.032879,0.972822
-0.036090,0.018134,0.496299,2.027459,19.998625,11.416710,3.449053,2.732321,178.392609,6.572613,1.070595,0.032798,0.972782
-0.037275,0.018629,0.435377,3.582712,19.998743,11.416823,3.446361,2.748575,178.393540,6.622986,1.070715,0.032958,0.972923
-0.036591,0.017795,0.472443,2.048696,19.998698,11.333540,3.447698,2.729725,178.478010,6.372304,1.071128,0.031851,0.973263
-0.035700,0.018403,0.449191,1.898782,19.998562,11.333450,3.446186,2.726723,178.426256,6.381968,1.071117,0.031857,0.973252
-0.035891,0.018204,0.492671,1.931041,19.998593,11.333487,3.448148,2.752607,178.463369,6.421117,1.071292,0.031985,0.973435
-0.037255,0.018072,0.508804,1.877455,19.998828,11.333567,3.446330,2.735759,178.479566,6.477461,1.071527,0.032178,0.973649
-0.036107,0.017808,0.398436,1.933993,19.998665,11.333467,3.445269,2.748254,178.425809,6.472612,1.071463,0.032186,0.973631
-0.035929,0.017602,0.485049,2.324502,19.998650,11.250090,3.444434,2.736875,178.549524,6.187888,1.071649,0.030941,0.973749
-0.036119,0.016975,0.504776,1.592996,19.998680,11.250132,3.441586,2.734493,178.612885,6.256082,1.071991,0.031179,0.974068
-0.034980,0.017341,0.492260,2.029984,19.998592,11.250045,3.445238,2.733414,178.584687,6.264708,1.072000,0.031205,0.974101
-0.036552,0.017422,0.456988,2.210558,19.998698,11.250102,3.445467,2.735779,178.683312,6.271973,1.072005,0.031170,0.974080
-0.034799,0.017132,0.468417,2.348263,19.998560,11.250047,3.445344,2.752833,178.618101,6.322374,1.072229,0.031413,0.974324
-0.038640,0.017418,0.462037,2.173520,19.998648,11.250137,3.445723,2.736700,178.594206,6.307166,1.072219,0.031370,0.974288
-0.034467,0.017498,0.461738,2.338022,19.997033,11.166697,3.446776,2.754673,178.688269,6.029735,1.072373,0.030108,0.974462
-0.035717,0.017728,0.459696,2.685468,19.998775,11.249847,3.447156,2.736845,178.581604,6.346873,1.072383,0.031564,0.974440
-0.033866,0.017935,0.434341,2.043908,19.998590,11.166782,3.448311,2.753114,178.579488,6.029804,1.072366,0.030136,0.974450
-0.034816,0.018054,0.455419,2.673890,19.998527,11.166858,3.448508,2.755144,178.678396,6.073607,1.072568,0.030283,0.974637
-0.035762,0.017260,0.439379,2.166459,19.998430,11.166682,3.444295,2.761138,178.511255,6.038532,1.072432,0.030182,0.974479
-0.035165,0.017780,0.484678,1.904473,19.998575,11.166672,3.446984,2.747181,178.467547,6.046877,1.072445,0.030234,0.974479
-0.034605,0.018372,0.494818,2.048614,19.998672,11.166740,3.448673,2.742343,178.503954,6.084762,1.072610,0.030407,0.974643
-0.035601,0.018166,0.467454,2.139605,19.998833,11.166823,3.445483,2.734352,178.423075,6.041191,1.072452,0.030201,0.974511
