SCC,SCV,DVV,ICP,CCDT,CVCT,ACCV C,ACCV D,ECD,ECV,CCD,CCV,SoH
-0.039988,0.014349,0.310054,3.054115,20.016403,10.416687,3.445798,2.742634,181.448186,6.542921,1.087651,0.032388,0.989079
-0.039986,0.013838,0.253700,5.986822,20.015373,10.250187,3.443920,2.769556,181.672866,6.153863,1.088773,0.030549,0.990200
-0.039125,0.014012,0.306016,3.755698,20.015475,10.166793,3.446490,2.753927,181.781874,5.972013,1.089572,0.029648,0.990716
-0.038296,0.013909,0.282914,3.548977,20.015230,10.083502,3.446570,2.757425,181.921499,5.783223,1.090121,0.028737,0.991218
-0.039934,0.013793,0.282996,3.359019,20.015542,10.083515,3.442237,2.762777,181.939071,5.799685,1.090214,0.028848,0.991410
-0.039877,0.014457,0.261651,6.267558,20.015455,10.083355,3.446873,2.751647,181.991217,5.843492,1.090541,0.029012,0.991584
-0.036615,0.013368,0.252766,3.301513,20.015855,10.000007,3.442523,2.767795,182.045059,5.560389,1.090741,0.027743,0.991735
-0.039067,0.014429,0.247262,3.446282,20.015908,10.000100,3.447216,2.755793,182.056367,5.547017,1.090872,0.027676,0.991630
-0.040391,0.013132,0.271013,3.196267,20.016017,10.000027,3.441332,2.754957,182.079822,5.628875,1.091027,0.027997,0.992033
-0.039124,0.013406,0.271835,4.782917,20.016143,9.999980,3.442779,2.744151,182.090500,5.666690,1.091144,0.028079,0.992140
-0.042617,0.014028,0.300890,3.616570,20.016135,10.000043,3.444660,2.755188,182.117425,5.682081,1.091255,0.028151,0.992179
-0.039600,0.013684,0.254287,4.004315,20.016138,10.000123,3.443472,2.737542,182.075073,5.685954,1.091264,0.028175,0.992185
-0.041026,0.013572,0.297024,3.238776,20.016122,10.000040,3.445197,2.759424,182.061262,5.679417,1.091358,0.028145,0.992172
-0.044760,0.014218,0.295110,3.206450,20.007788,10.083367,3.445527,2.756621,182.046114,5.651039,1.091413,0.027978,0.990663
-0.037155,0.013884,0.215147,3.747372,20.007937,9.916733,3.444075,2.756493,182.013503,5.382291,1.091309,0.026831,0.992241
-0.039843,0.013741,0.295119,3.811872,20.003308,9.916610,3.443928,2.739901,181.987713,5.358410,1.091293,0.026672,0.992227
-0.040245,0.013018,0.261820,4.080138,20.008092,9.916770,3.441991,2.748295,181.984802,5.366049,1.091323,0.026699,0.992202
-0.039555,0.013387,0.271573,4.381891,20.007962,9.916757,3.441399,2.752662,181.983022,5.364746,1.091344,0.026695,0.992207
-0.037156,0.013645,0.281912,4.637040,20.007855,9.916852,3.443033,2.752651,181.759458,5.301322,1.090167,0.026463,0.992278
-0.040182,0.013308,0.277384,3.543153,20.007948,9.916658,3.442549,2.748338,181.961425,5.377103,1.091338,0.026747,0.992224
-0.037003,0.013107,0.283140,3.728628,19.995842,9.916783,3.442709,2.735796,181.844719,5.379261,1.090804,0.026739,0.992217
-0.040605,0.013073,0.286837,2.522176,20.008068,9.916788,3.442672,2.756296,181.932815,5.387709,1.091367,0.026767,0.992260
-0.039977,0.013304,0.271215,3.726433,20.008230,9.916612,3.442840,2.762875,181.898175,5.360249,1.091294,0.026685,0.992176
-0.040192,0.013390,0.288591,3.086219,20.008307,9.916837,3.442946,2.758252,181.860899,5.368797,1.091325,0.026682,0.992181
-0.038256,0.014017,0.286608,3.618483,20.008318,9.916748,3.446724,2.762866,181.847298,5.370583,1.091311,0.026666,0.992225
-0.039237,0.013690,0.259549,3.768196,20.008470,9.916745,3.444245,2.756125,181.834972,5.354810,1.090148,0.026645,0.992212
-0.039432,0.013291,0.289328,4.002275,20.008545,9.916575,3.441854,2.767682,181.850353,5.378920,1.091363,0.026708,0.992271
-0.039776,0.013576,0.263621,5.556106,20.008288,9.916772,3.443298,2.761371,181.851262,5.368843,1.091500,0.026668,0.992216
-0.041731,0.013223,0.259289,3.345991,20.008613,9.916712,3.441614,2.749899,181.835383,5.383336,1.091346,0.026694,0.992261
-0.042629,0.013149,0.244007,5.915340,20.008473,9.916812,3.440458,2.759395,181.814434,5.379901,1.091305,0.026691,0.992215
-0.040405,0.013207,0.211600,4.875096,20.008378,9.916717,3.440586,2.746357,181.786620,5.319177,1.091325,0.026421,0.991965
-0.039854,0.013574,0.245366,2.705050,20.008550,9.916767,3.442656,2.761568,181.769386,5.378657,1.091358,0.026639,0.992224
-0.040313,0.012924,0.234877,3.745195,20.008538,9.916745,3.440307,2.757630,181.745985,5.388722,1.091358,0.026681,0.992244
-0.039249,0.013853,0.252446,4.308737,20.008605,9.916792,3.444526,2.761762,181.744527,5.385778,1.091404,0.026686,0.992251
-0.042357,0.013058,0.257598,3.780563,20.008483,9.916808,3.441550,2.746475,181.741475,5.367400,1.091200,0.026602,0.992152
-0.040024,0.013635,0.236572,4.064280,20.008468,9.916720,3.442378,2.743961,181.725926,5.379140,1.091412,0.026620,0.992164
-0.040308,0.013594,0.269747,5.138941,20.008453,10.000035,3.443119,2.742353,181.726827,5.337297,1.091540,0.026453,0.990649
-0.039135,0.013350,0.266115,3.739109,20.006522,9.916703,3.441961,2.755856,181.689213,5.385098,1.091321,0.026639,0.992214
-0.042297,0.014163,0.279926,3.777849,20.008583,9.916530,3.446508,2.752959,181.681403,5.389807,1.091465,0.026673,0.992278
-0.042921,0.014055,0.254398,4.270330,20.008503,9.916745,3.445279,2.756676,181.650030,5.396520,1.091388,0.026642,0.992212
-0.042693,0.013312,0.279896,3.703583,20.008438,9.916667,3.442374,2.762058,181.609871,5.360565,1.091317,0.026515,0.992134
-0.038561,0.013138,0.263641,3.322737,20.008693,9.916755,3.442700,2.761659,181.351925,5.344726,1.089943,0.026512,0.992094
-0.039984,0.013411,0.217580,3.557958,20.008763,9.916675,3.443193,2.754775,181.541756,5.349414,1.091159,0.026515,0.992090
-0.043278,0.013764,0.224269,4.437520,20.008750,9.916690,3.444621,2.755540,181.536965,5.327879,1.091102,0.026388,0.991974
-0.042271,0.013516,0.253304,3.811868,20.008418,9.916702,3.443332,2.740985,181.521177,5.348380,1.091142,0.026463,0.992053
-0.039585,0.013322,0.256364,3.989174,20.008565,9.916690,3.443703,2.744165,181.469964,5.327800,1.091076,0.026412,0.992012
-0.041010,0.013801,0.213445,4.056142,20.008592,9.916867,3.445922,2.751389,181.461735,5.328088,1.091067,0.026398,0.991934
-0.039479,0.013436,0.233861,4.526987,20.008857,9.916557,3.442643,2.742018,181.453732,5.325366,1.091175,0.026363,0.991945
-0.037904,0.013460,0.244979,5.192297,20.008750,9.916678,3.444288,2.739077,181.393701,5.293486,1.091030,0.026325,0.991899
-0.040562,0.014055,0.245072,4.168970,20.008542,9.916890,3.446282,2.733070,181.491897,5.310189,1.091035,0.026298,0.991883
-0.040139,0.013861,0.263010,3.361413,20.008615,9.916877,3.444564,2.753500,181.623857,5.347761,1.091197,0.026491,0.992068
-0.036302,0.013703,0.276165,5.258367,20.008682,9.833420,3.443691,2.746660,181.734759,5.055166,1.091380,0.025150,0.992274
-0.040079,0.013389,0.254739,3.930256,20.008643,9.833315,3.440963,2.749756,181.769756,5.112955,1.091439,0.025381,0.992400
-0.038651,0.013670,0.255617,4.304535,20.007083,9.833355,3.443198,2.749050,181.757652,5.041044,1.091501,0.025031,0.992011
-0.039136,0.013564,0.275212,3.462592,20.008893,9.916832,3.442271,2.745115,181.384793,5.342238,1.091238,0.026424,0.992027
-0.043421,0.013421,0.281583,3.826292,20.008662,9.916677,3.442774,2.764706,181.293229,5.278991,1.091019,0.026172,0.991793
-0.039916,0.013807,0.278392,3.500229,20.008453,9.916652,3.444972,2.753469,181.262803,5.258223,1.091003,0.026076,0.991648
-0.041171,0.013512,0.291597,3.979182,20.008655,9.916793,3.443263,2.750135,181.254307,5.250529,1.090893,0.026052,0.991671
-0.038787,0.013620,0.294734,3.431274,20.008793,9.916743,3.444637,2.739612,181.249809,5.256100,1.090758,0.026069,0.991677
-0.040229,0.013850,0.284169,2.909981,20.008420,10.166823,3.444647,2.747764,181.249134,5.320410,1.090939,0.026371,0.987799
-0.041094,0.014034,0.284923,3.676646,20.008588,10.000258,3.445970,2.751667,181.211776,5.345783,1.090898,0.026426,0.990666
-0.039629,0.014143,0.306103,3.508832,20.008695,10.083405,3.447015,2.738582,181.211362,5.208146,1.090861,0.025886,0.988793
-0.041386,0.013589,0.280436,3.764198,20.008585,9.916733,3.444288,2.731548,181.173832,5.214853,1.090695,0.025924,0.991643
-0.040269,0.013368,0.272606,3.526305,20.008865,9.916848,3.442534,2.742758,181.136663,5.189046,1.090888,0.025772,0.991551
-0.036992,0.013543,0.293994,3.442365,20.009030,9.916702,3.442811,2.762158,180.916861,5.212237,1.089316,0.025855,0.991423
-0.037003,0.013878,0.246439,3.298195,20.008748,9.916780,3.446822,2.747730,181.089575,5.201623,1.090450,0.025798,0.991368
-0.041444,0.012958,0.311311,3.215869,20.009245,9.916800,3.443243,2.746772,181.071450,5.209592,1.090481,0.025871,0.991469
-0.040390,0.013783,0.272943,3.770794,20.008962,9.916753,3.444270,2.739643,181.039913,5.166415,1.090383,0.025673,0.991285
-0.041604,0.013796,0.298691,3.736532,20.008720,9.916860,3.445026,2.734905,181.017956,5.170511,1.090364,0.025699,0.991265
-0.040402,0.013316,0.278212,3.539259,20.009025,9.916827,3.442856,2.746756,181.000841,5.150114,1.090101,0.025599,0.990957
-0.037592,0.013326,0.279208,3.215580,20.008822,9.916713,3.442872,2.750940,180.750122,5.136264,1.089034,0.025524,0.990296
-0.036409,0.013682,0.283224,2.821381,20.009250,9.916857,3.445694,2.759051,180.946064,5.136478,1.090259,0.025532,0.991114
-0.039822,0.013384,0.278526,3.831223,20.009205,9.916745,3.444022,2.745128,180.926964,5.135884,1.090248,0.025516,0.990819
-0.038630,0.013542,0.286980,3.720998,20.009028,9.916703,3.443992,2.716979,180.897257,5.125574,1.090235,0.025494,0.990807
-0.038464,0.014200,0.298777,3.257425,20.009047,9.916752,3.446258,2.738635,180.890781,5.118255,1.090123,0.025453,0.991001
-0.038205,0.013619,0.296421,3.303642,20.009122,9.916800,3.445298,2.751890,180.868559,5.138542,1.090098,0.025530,0.991110
-0.037883,0.014313,0.219602,2.826244,20.008988,9.916677,3.447544,2.751122,180.869551,5.095720,1.090198,0.025338,0.990907
-0.036802,0.013739,0.285986,4.013264,20.009230,9.916743,3.445270,2.742374,180.840029,5.103920,1.090108,0.025381,0.991001
-0.036556,0.013725,0.288806,3.547457,20.009190,9.916888,3.444949,2.735482,180.801764,5.103476,1.090075,0.025392,0.991018
-0.037334,0.013430,0.305570,5.499096,20.009230,9.916710,3.443488,2.748374,180.783505,5.111103,1.089990,0.025411,0.991000
-0.039290,0.014120,0.295795,3.474847,20.008995,9.916703,3.446756,2.741585,180.767922,5.104335,1.089933,0.025408,0.990952
-0.039661,0.013697,0.283472,3.987355,20.009018,9.916570,3.444378,2.737015,180.751595,5.097065,1.089992,0.025398,0.990900
-0.038151,0.013833,0.286509,4.622282,20.009335,9.999968,3.445003,2.739397,180.739957,5.181101,1.089964,0.025702,0.989900
-0.039166,0.014249,0.278962,3.714801,20.009067,9.916850,3.447223,2.735174,180.716096,5.087132,1.089906,0.025313,0.990893
-0.038222,0.013656,0.310578,3.738748,20.009213,9.916675,3.444539,2.738836,180.692356,5.073336,1.089901,0.025266,0.990818
-0.038356,0.013836,0.296400,4.253154,20.009335,9.916653,3.445482,2.742684,180.660269,5.075922,1.089867,0.025211,0.990784
-0.042510,0.014096,0.299854,3.331824,19.997388,10.000083,3.447600,2.722736,180.516837,5.352160,1.089259,0.026496,0.990669
-0.040054,0.013901,0.299101,3.203530,19.994753,10.000167,3.445904,2.721239,180.446746,5.357045,1.088881,0.026554,0.990718
-0.043178,0.014413,0.304291,4.031928,20.009482,10.000208,3.448547,2.738455,180.584806,5.350841,1.089760,0.026472,0.990644
-0.043081,0.014112,0.298657,4.112073,20.009233,9.999558,3.445743,2.728367,180.568382,5.334652,1.089656,0.026392,0.990653
-0.037988,0.013555,0.279315,3.362946,20.009110,9.999947,3.444085,2.742166,180.557858,5.324308,1.089665,0.026330,0.990603
-0.040779,0.014049,0.285829,4.138744,20.009230,10.000093,3.446420,2.728237,180.534769,5.327833,1.089571,0.026329,0.990585
-0.038234,0.013898,0.276225,5.345648,20.009255,10.000040,3.446723,2.717823,180.521837,5.340474,1.089692,0.026404,0.990648
-0.039318,0.014115,0.279867,2.991956,19.992258,9.916663,3.447264,2.707459,180.137816,5.044578,1.087488,0.025080,0.990616
-0.043500,0.014276,0.277428,3.118173,20.006908,10.000082,3.445448,2.744095,180.497053,5.323641,1.089706,0.026356,0.990559
-0.040086,0.013946,0.297323,3.176868,20.009310,10.000145,3.445280,2.732328,180.463409,5.331700,1.089534,0.026423,0.990666
-0.043050,0.013904,0.290123,2.918187,20.009360,9.999988,3.445802,2.737362,180.432274,5.321071,1.087040,0.026312,0.990505
-0.041163,0.014392,0.302556,3.506836,20.009653,10.000007,3.447353,2.732249,180.408963,5.292928,1.089430,0.026169,0.990362
-0.039114,0.014134,0.269712,3.128789,20.009415,10.000128,3.445276,2.744820,180.402494,5.293511,1.089369,0.026151,0.990382
-0.041489,0.014180,0.308619,2.983592,20.009308,10.000100,3.447563,2.739071,180.377888,5.254080,1.089411,0.025964,0.990226
-0.042454,0.014192,0.312631,3.433388,20.008327,10.000073,3.447048,2.747294,180.358700,5.278326,1.086851,0.026093,0.990321
-0.038628,0.013568,0.278550,3.119576,20.009320,10.000015,3.446013,2.740748,180.332910,5.257296,1.089243,0.026004,0.990242
-0.039837,0.013610,0.293667,3.068218,20.009282,10.000003,3.444467,2.748103,180.306957,5.260746,1.089275,0.026043,0.990244
-0.040584,0.013665,0.296698,3.203251,20.009442,10.000117,3.446226,2.744420,180.305874,5.254919,1.089298,0.025987,0.990206
-0.044360,0.013419,0.292878,3.086391,20.009488,10.000033,3.443109,2.747514,180.265190,5.263780,1.089202,0.025982,0.990209
-0.042773,0.014274,0.286479,4.574576,20.009655,10.083423,3.445909,2.744306,180.244359,5.330321,1.089145,0.026381,0.989205
-0.036694,0.013758,0.283926,3.762744,20.009675,10.000148,3.445016,2.726988,180.213607,5.222042,1.089103,0.025882,0.990096
-0.040175,0.013833,0.289347,3.615037,20.009740,10.000093,3.446017,2.740948,180.155573,5.198547,1.089012,0.025795,0.990043
