SCC,SCV,DVV,ICP,CCDT,CVCT,ACCV C,ACCV D,ECD,ECV,CCD,CCV,SoH
-0.036050,0.015054,0.333988,2.999941,20.016645,10.916645,3.448420,2.733845,179.723184,6.633724,1.079300,0.033177,0.981395
-0.038607,0.015495,0.315816,3.147219,20.016203,10.833385,3.448486,2.756555,179.973084,6.585274,1.080605,0.032789,0.982474
-0.039402,0.015269,0.315182,3.719581,20.015642,10.749947,3.447499,2.750513,180.091843,6.410377,1.081382,0.031895,0.983085
-0.037894,0.014710,0.223398,6.108844,20.015632,10.666815,3.445609,2.750926,180.207623,6.218118,1.081944,0.030988,0.983558
-0.042866,0.015304,0.317647,2.846049,20.016185,10.666882,3.447946,2.752787,180.266073,6.280593,1.082272,0.031215,0.983791
-0.036501,0.015159,0.307737,3.949122,20.016240,10.583370,3.448542,2.746544,180.310678,6.010500,1.082486,0.029994,0.984005
-0.036401,0.014307,0.299901,3.173547,20.016485,10.583305,3.444615,2.752227,180.337776,6.058590,1.082743,0.030160,0.984208
-0.040019,0.014918,0.320681,3.284143,20.007843,10.583357,3.446163,2.751449,180.357633,6.096382,1.082863,0.030297,0.984322
-0.041235,0.014505,0.264521,3.600589,20.016245,10.583438,3.444708,2.753106,180.384835,6.122936,1.083021,0.030416,0.984452
-0.037530,0.014324,0.303124,5.537288,20.016552,10.499878,3.444134,2.749889,180.396646,5.834625,1.083156,0.029107,0.984540
-0.039684,0.015083,0.241302,3.444407,20.007740,10.499922,3.448563,2.740015,180.408778,5.842798,1.083228,0.029130,0.984599
-0.035723,0.014645,0.278508,3.145265,20.016593,10.500188,3.446709,2.748939,180.396707,5.865287,1.083257,0.029169,0.984671
-0.039742,0.014776,0.279295,4.335266,20.007815,10.499972,3.447553,2.755213,180.375433,5.842502,1.083267,0.029148,0.984670
-0.041812,0.015206,0.270661,2.884912,20.007873,10.500057,3.448335,2.748080,180.399263,5.868818,1.083406,0.029208,0.984710
-0.040105,0.014190,0.267286,7.314361,20.008287,10.500010,3.444265,2.736519,180.380365,5.882874,1.083427,0.029219,0.984740
-0.039958,0.014995,0.313896,5.354593,20.008537,10.500028,3.447042,2.738154,180.382004,5.914664,1.083516,0.029331,0.984844
-0.038006,0.014353,0.309399,3.540339,20.008125,10.500068,3.445005,2.743146,180.358615,5.902589,1.083483,0.029302,0.984832
-0.038753,0.014650,0.280537,3.635386,20.008407,10.500077,3.444789,2.755789,180.366482,5.893963,1.083526,0.029317,0.984843
-0.036215,0.014300,0.269455,3.907449,20.008647,10.416780,3.444806,2.752232,180.363409,5.596044,1.083499,0.027928,0.984826
-0.035961,0.014217,0.296466,3.487803,20.008285,10.416902,3.443693,2.757208,180.335840,5.607933,1.083551,0.027969,0.984838
-0.035642,0.015063,0.161159,5.156001,20.008535,10.416673,3.445445,2.750471,180.347050,5.617351,1.083626,0.028008,0.984915
-0.036319,0.014034,0.301857,3.068120,20.008498,10.416652,3.443657,2.743461,180.334507,5.612902,1.083678,0.028030,0.984939
-0.035760,0.013969,0.294328,4.296345,20.008232,10.416888,3.443978,2.750034,180.120423,5.615873,1.082482,0.028012,0.984932
-0.034129,0.014447,0.302332,3.115801,20.008780,10.416637,3.446135,2.759905,180.335345,5.610135,1.083722,0.028005,0.984932
-0.038135,0.014256,0.314203,2.897516,20.008788,10.416647,3.443931,2.753095,180.306739,5.605026,1.083673,0.027952,0.984898
-0.037645,0.014522,0.265205,12.217214,20.008668,10.416755,3.445634,2.739592,180.310303,5.603979,1.083675,0.027985,0.984917
-0.037970,0.013796,0.293862,2.988692,20.008713,10.416817,3.442032,2.747307,180.302920,5.620429,1.083720,0.027987,0.984934
-0.035930,0.014164,0.288844,3.638489,20.008515,10.416810,3.445080,2.771076,180.280136,5.638337,1.083697,0.028035,0.984981
-0.036754,0.013927,0.301295,3.670122,20.008842,10.416695,3.443895,2.748499,180.260942,5.620686,1.083715,0.027958,0.984918
-0.034682,0.014105,0.241309,3.585641,20.009157,10.416700,3.444426,2.749448,180.255377,5.622539,1.083604,0.027975,0.984933
-0.035199,0.013648,0.272957,3.781210,20.008927,10.416800,3.442272,2.733977,180.257537,5.605823,1.083653,0.027917,0.984870
-0.036630,0.015104,0.301451,3.052992,20.009098,10.416758,3.447898,2.745017,180.224716,5.616138,1.083642,0.027936,0.984897
-0.038763,0.014321,0.243104,5.898419,20.008835,10.416745,3.443040,2.756515,180.234999,5.608991,1.083606,0.027923,0.984870
-0.035988,0.014741,0.299101,2.719299,20.008978,10.416720,3.445241,2.750560,180.212550,5.615579,1.083636,0.027924,0.984883
-0.037412,0.014056,0.294149,4.064156,20.009123,10.416760,3.443739,2.758313,180.195516,5.622894,1.083619,0.027918,0.984886
-0.036722,0.014369,0.266403,4.834273,20.009222,10.416665,3.444191,2.750017,180.198085,5.615702,1.083598,0.027892,0.984857
-0.035472,0.014028,0.293781,3.217890,20.009292,10.416730,3.443964,2.751785,180.151301,5.624508,1.083569,0.027874,0.984855
-0.037192,0.014628,0.288961,3.555638,20.009447,10.416617,3.446718,2.739403,180.143236,5.618477,1.083574,0.027882,0.984858
-0.038452,0.013797,0.195795,59.160853,20.009378,10.416632,3.444006,2.756347,180.132503,5.596310,1.083552,0.027862,0.984845
-0.038591,0.013647,0.236152,2.548389,20.009098,10.416683,3.442234,2.742598,180.111619,5.597316,1.083520,0.027846,0.984817
-0.037030,0.013782,0.208060,4.154822,20.009528,10.416865,3.442551,2.743696,180.077425,5.583427,1.083508,0.027791,0.984788
-0.036577,0.014334,0.265559,3.875755,20.009260,10.416748,3.445929,2.735227,180.055890,5.579359,1.083449,0.027729,0.984719
-0.036544,0.014403,0.302307,3.245808,20.009345,10.416760,3.444614,2.745844,180.035427,5.573569,1.083452,0.027709,0.984725
-0.037990,0.014664,0.278838,3.449944,20.009245,10.416850,3.445211,2.733953,180.049393,5.566920,1.083444,0.027699,0.984718
-0.037970,0.014116,0.273161,3.660858,20.009453,10.416923,3.443094,2.741489,180.006450,5.569072,1.083398,0.027677,0.984683
-0.037403,0.014001,0.219176,3.359046,20.009528,10.416852,3.444133,2.745716,179.998110,5.566976,1.083397,0.027658,0.984678
-0.035646,0.014075,0.280926,3.359288,20.009232,10.416712,3.444589,2.749378,179.974449,5.545339,1.083355,0.027602,0.984627
-0.034753,0.014464,0.311476,4.431943,20.009400,10.416703,3.446009,2.747406,179.947980,5.545676,1.083331,0.027573,0.984602
-0.035629,0.014903,0.288724,3.448792,20.009420,10.333563,3.446480,2.734491,180.311127,5.345688,1.083731,0.026575,0.984970
-0.036491,0.013957,0.233667,157.703125,20.009102,10.333402,3.443675,2.755330,180.489006,5.393957,1.084019,0.026788,0.985266
-0.036192,0.013540,0.263943,2.907518,20.009150,10.333470,3.441735,2.752113,180.640062,5.440809,1.084211,0.026918,0.985396
-0.035642,0.013930,0.299800,3.848989,20.009140,10.250027,3.442017,2.743343,180.689379,5.156979,1.084301,0.025670,0.985494
-0.035507,0.014178,0.229774,6.538682,20.009058,10.249977,3.442300,2.760020,180.505808,5.163402,1.083134,0.025719,0.985569
-0.035566,0.013677,0.247782,4.688284,20.009005,10.333455,3.441161,2.740809,180.071734,5.321561,1.083719,0.026532,0.984999
-0.038324,0.014060,0.301351,3.578110,20.009498,10.416765,3.444842,2.738360,179.829410,5.540714,1.083289,0.027513,0.984573
-0.039960,0.014604,0.272084,3.614147,20.009500,10.416798,3.446094,2.749026,179.791670,5.540033,1.083239,0.027479,0.984522
-0.037610,0.013770,0.283140,3.102804,20.009275,10.416882,3.443598,2.745560,179.764422,5.511996,1.083171,0.027396,0.984441
-0.036039,0.014251,0.163676,3.093334,20.009847,10.416770,3.445858,2.751292,179.755581,5.515040,1.083160,0.027392,0.984458
-0.036650,0.014308,0.264276,3.557523,20.009645,10.416602,3.445782,2.730390,179.741415,5.500895,1.083186,0.027399,0.984432
-0.038060,0.014560,0.295750,3.015018,20.009815,10.416783,3.444541,2.750843,179.712994,5.505901,1.083121,0.027362,0.984415
-0.038900,0.014171,0.266555,3.408277,20.009717,10.416748,3.444693,2.747200,179.711123,5.502446,1.083132,0.027309,0.984396
-0.036816,0.014591,0.294851,3.396616,20.010233,10.416787,3.445941,2.729069,179.692106,5.497107,1.083105,0.027298,0.984386
-0.036995,0.013903,0.224259,3.353603,20.009740,10.416750,3.441440,2.736604,179.673676,5.494323,1.083111,0.027248,0.984366
-0.039714,0.013994,0.309590,3.365993,20.009860,10.416573,3.443533,2.726168,179.656841,5.471955,1.083050,0.027194,0.984309
-0.035850,0.014348,0.264964,4.255868,20.009628,10.416762,3.445828,2.745224,179.635876,5.466151,1.083016,0.027176,0.984313
