SCC,SCV,DVV,ICP,CCDT,CVCT,ACCV C,ACCV D,ECD,ECV,CCD,CCV,SoH
-0.037990,0.015722,0.266346,3.519665,20.010952,10.916833,3.447670,2.738369,179.733851,6.200511,1.077743,0.030901,0.979388
-0.033899,0.014737,0.262521,15.900208,20.010872,10.750033,3.445768,2.743298,179.954744,5.842237,1.079061,0.029195,0.980535
-0.040820,0.015323,0.250791,2.953492,20.010315,10.750048,3.445992,2.746112,180.082845,5.969864,1.079685,0.029701,0.981094
-0.036419,0.014300,0.197124,4.350457,20.010505,10.666725,3.443247,2.741798,180.179747,5.740817,1.080142,0.028557,0.981425
-0.037935,0.015170,0.237376,7.015196,20.010137,10.666795,3.446695,2.746490,180.230800,5.815081,1.080403,0.028844,0.981727
-0.036949,0.015013,0.183684,158.895833,20.010177,10.583513,3.445417,2.749344,180.255992,5.516494,1.080592,0.027522,0.981783
-0.036415,0.014529,0.251670,4.328940,20.010412,10.583413,3.444555,2.749064,180.270440,5.567103,1.080727,0.027621,0.981921
-0.036739,0.014192,0.256787,5.926214,20.010203,10.583517,3.444790,2.748406,180.287203,5.580509,1.080815,0.027675,0.982002
-0.033643,0.014135,0.243791,3.259620,20.010108,10.583435,3.442806,2.746209,180.320204,5.601251,1.080967,0.027759,0.982111
-0.041056,0.015169,0.280169,3.058949,20.010370,10.583268,3.446554,2.757869,180.324878,5.616514,1.081007,0.027798,0.982137
-0.036029,0.015224,0.269018,2.984300,20.009713,10.500135,3.449109,2.747094,180.295150,5.291613,1.080956,0.026448,0.982145
-0.036463,0.013896,0.218431,3.614367,20.009463,10.500262,3.443483,2.751978,180.289922,5.299590,1.081026,0.026417,0.982150
-0.033734,0.014847,0.260867,2.583610,20.009817,10.500052,3.444955,2.754586,180.265315,5.288060,1.080979,0.026363,0.982075
-0.036350,0.014980,0.239647,9.765409,20.009933,10.500238,3.446539,2.760612,180.247664,5.289259,1.080993,0.026327,0.982074
-0.035421,0.014907,0.170942,3.346891,20.009965,10.500015,3.445095,2.756363,180.228295,5.293420,1.081094,0.026348,0.982102
-0.036719,0.014648,0.255582,3.212171,20.009995,10.500043,3.445565,2.737121,180.230094,5.293778,1.081105,0.026363,0.982123
-0.038025,0.014882,0.228376,3.794756,20.009662,10.500103,3.446103,2.741603,180.208044,5.306074,1.081092,0.026348,0.982132
-0.034349,0.013925,0.242793,5.615108,20.009700,10.500115,3.443029,2.743697,180.204448,5.296394,1.081158,0.026363,0.982149
-0.034569,0.014049,0.264707,4.087712,20.010160,10.500032,3.444479,2.742149,180.254816,5.318065,1.081216,0.026418,0.982214
-0.034533,0.014004,0.219083,5.014520,20.009773,10.499873,3.443360,2.747672,180.175501,5.310215,1.081177,0.026403,0.982225
-0.035432,0.014397,0.230755,4.850365,20.009462,10.500017,3.444834,2.737793,180.175215,5.309345,1.081174,0.026369,0.982185
-0.034356,0.014231,0.270636,4.355429,20.009872,10.500140,3.444691,2.735779,180.164388,5.296157,1.081168,0.026339,0.982165
-0.036412,0.014371,0.220734,5.352115,20.010123,10.500010,3.444355,2.754647,180.108791,5.293598,1.081119,0.026323,0.982147
-0.035239,0.014443,0.254772,3.125051,20.010045,10.583367,3.445052,2.751458,180.122165,5.241006,1.081209,0.026093,0.980521
-0.035691,0.014053,0.252817,22.916042,20.009958,10.500160,3.443430,2.743355,180.093265,5.304261,1.081184,0.026348,0.982170
-0.037193,0.014175,0.195989,3.991739,20.009837,10.500207,3.443649,2.756246,180.080967,5.297858,1.081153,0.026330,0.982181
