SCC,SCV,DVV,ICP,CCDT,CVCT,ACCV C,ACCV D,ECD,ECV,CCD,CCV,SoH
-0.037099,0.016486,0.361402,2.529165,20.014970,11.166640,3.451402,2.747822,178.952823,6.688804,1.075832,0.033396,0.977461
-0.035779,0.015413,0.371589,2.712040,20.015240,11.000118,3.445906,2.740552,179.211435,6.385053,1.077255,0.031905,0.978943
-0.040504,0.016041,0.377668,2.816439,20.014855,11.000027,3.447830,2.737694,179.443348,6.549279,1.078399,0.032639,0.979627
-0.040764,0.016414,0.352891,2.833947,20.015108,10.916397,3.452162,2.767000,179.596615,6.455339,1.079177,0.032116,0.980543
-0.038550,0.015147,0.374583,2.423078,20.015370,10.833580,3.448755,2.742761,179.719217,6.306385,1.079886,0.031342,0.981205
-0.040742,0.015334,0.361958,3.252276,20.015305,10.750093,3.447461,2.748412,179.792859,6.084097,1.080295,0.030391,0.981655
-0.038482,0.015739,0.365285,3.349835,20.015518,10.750127,3.449288,2.740557,179.875367,6.148950,1.080632,0.030641,0.981950
-0.037342,0.015180,0.338986,3.340687,20.015427,10.750065,3.445917,2.735397,179.873128,6.218765,1.080904,0.030892,0.982207
-0.037493,0.015605,0.375521,2.793394,20.015673,10.666712,3.446968,2.742393,179.932147,5.951396,1.081097,0.029698,0.982376
-0.039403,0.015287,0.355012,3.423295,20.015563,10.666752,3.445410,2.744343,179.945583,5.989305,1.081305,0.029857,0.982582
-0.036970,0.015839,0.325299,3.040947,20.015693,10.666777,3.448137,2.743661,179.960658,6.009231,1.081406,0.029920,0.982669
-0.033913,0.008390,0.326564,2.547525,20.014492,10.017760,3.418537,2.725710,179.424049,4.384541,1.077589,0.021791,0.985849
-0.037737,0.015663,0.342255,3.067702,20.016437,10.916762,3.447153,2.737959,179.458717,5.887876,1.078786,0.029286,0.977925
-0.038865,0.015931,0.337388,3.148499,20.011303,10.833512,3.448827,2.738705,179.651161,6.012913,1.079732,0.029875,0.979885
