SCC,SCV,DVV,ICP,CCDT,CVCT,ACCV C,ACCV D,ECD,ECV,CCD,CCV,SoH
-0.035782,0.014706,0.055914,8.419461,20.010432,10.833427,3.448163,2.735166,179.930566,6.483790,1.079868,0.032378,0.982128
-0.037510,0.014648,0.126670,11.855633,20.011080,10.666892,3.445695,2.746944,180.234735,6.166226,1.081344,0.030778,0.983393
-0.037484,0.015003,0.151272,28.090993,20.010315,10.583335,3.447066,2.750339,180.312873,6.021803,1.082155,0.030053,0.984119
-0.037972,0.014856,0.112975,5.074441,20.009382,10.583350,3.447093,2.756682,180.453407,6.139546,1.082672,0.030483,0.984558
-0.038148,0.014432,0.241138,3.377726,20.010487,10.499972,3.443924,2.768629,180.481987,5.847601,1.082913,0.029237,0.984757
-0.037566,0.015058,0.210464,3.776709,20.010620,10.499995,3.447554,2.750399,180.548759,5.929820,1.083162,0.029378,0.984930
-0.039864,0.015000,0.101252,44.639359,20.010187,10.500170,3.448521,2.732219,180.552309,5.964886,1.083392,0.029598,0.985150
-0.036184,0.014891,0.115832,16.048898,20.010402,10.416857,3.446558,2.747316,180.565245,5.680552,1.083510,0.028269,0.985209
-0.037504,0.014746,0.058111,9.370815,20.010435,10.416842,3.444794,2.743527,180.605937,5.704551,1.083748,0.028408,0.985398
-0.036323,0.014666,0.063640,8.989157,20.010822,10.416658,3.446647,2.743705,180.608004,5.727864,1.083810,0.028478,0.985510
-0.036701,0.014504,0.084009,4.159409,20.010010,10.416558,3.445074,2.738073,180.690356,5.735438,1.083844,0.028531,0.985542
-0.037244,0.014041,0.180498,15.391322,20.009882,10.416517,3.446699,2.749259,180.557369,5.750670,1.083901,0.028491,0.985547
-0.038078,0.013900,0.213026,4.985402,20.009968,10.416632,3.445237,2.745796,180.547069,5.749425,1.083909,0.028525,0.985556
-0.037464,0.014432,0.081118,4.943333,20.009642,10.416708,3.444104,2.756645,180.531025,5.724691,1.083975,0.028458,0.985499
-0.039385,0.014269,0.150098,24.981178,20.009690,10.416793,3.443179,2.753454,180.536707,5.754100,1.084028,0.028551,0.985581
-0.037089,0.014461,0.164271,22.843628,20.010825,10.416760,3.446884,2.749626,180.512565,5.770641,1.084137,0.028622,0.985654
-0.040884,0.014472,0.179781,16.666485,20.009883,10.416722,3.445930,2.750310,180.492580,5.759805,1.084062,0.028592,0.985628
-0.039786,0.014660,0.170352,6.775744,20.009822,10.416813,3.446488,2.751819,180.526587,5.777852,1.084120,0.028626,0.985659
-0.036624,0.014492,0.092246,89.424561,20.009800,10.333452,3.445405,2.737549,180.472362,5.475268,1.084131,0.027285,0.985669
-0.037624,0.014198,0.026419,13.626673,20.009255,10.416697,3.445688,2.759229,180.445101,5.774815,1.084111,0.028632,0.985679
-0.038132,0.015064,0.169143,7.660060,20.009700,10.333485,3.446680,2.744077,180.430783,5.469992,1.084082,0.027228,0.985628
-0.035320,0.014911,0.148749,4.344928,20.009932,10.333482,3.449061,2.746618,180.399534,5.460754,1.084138,0.027223,0.985658
-0.036298,0.015190,0.089289,7.713880,20.009783,10.333370,3.445053,2.742635,180.375337,5.437534,1.084099,0.027218,0.985667
-0.040746,0.014740,0.167600,73.268421,20.010155,10.416715,3.448180,2.738854,180.401693,5.754428,1.084080,0.028533,0.985608
-0.035954,0.014539,0.139638,14.171773,20.009915,10.333523,3.445352,2.741579,180.334129,5.451143,1.084103,0.027213,0.985625
-0.034968,0.014126,0.155480,268.315789,20.009518,10.333390,3.442864,2.757333,180.323908,5.459713,1.084128,0.027198,0.985625
-0.038378,0.014545,0.214836,15.259880,20.009583,10.333303,3.446314,2.738443,180.347205,5.464182,1.084172,0.027237,0.985670
-0.039079,0.014114,0.018300,66.596718,20.009773,10.333337,3.443396,2.751842,180.331352,5.470830,1.084211,0.027271,0.985729
-0.038387,0.014347,0.099792,4.633373,20.009977,10.333540,3.446837,2.720491,180.346446,5.492131,1.084251,0.027285,0.985744
-0.038473,0.014718,0.201644,22.545052,20.009765,10.333472,3.444922,2.756073,180.295963,5.473917,1.084205,0.027284,0.985739
-0.037556,0.014897,0.111710,27.600362,20.009585,10.333407,3.446637,2.732987,180.271862,5.460684,1.084214,0.027245,0.985731
-0.036750,0.014183,0.042393,25.902369,20.007695,10.333357,3.442809,2.744187,180.247021,5.459245,1.084179,0.027233,0.985682
-0.038437,0.014329,0.077858,53.427622,20.009970,10.333548,3.445613,2.735453,180.250870,5.470617,1.084254,0.027237,0.985686
-0.036122,0.014234,0.078220,12.625723,20.010013,10.333450,3.446199,2.745150,180.314108,5.496445,1.084266,0.027301,0.985764
-0.037032,0.014316,0.107286,106.771329,20.009643,10.333317,3.446170,2.727544,180.253324,5.483087,1.084326,0.027328,0.985791
-0.036868,0.014446,-0.078406,2.911478,20.010300,10.333332,3.445359,2.735421,180.229498,5.479489,1.084320,0.027287,0.985759
-0.036797,0.014558,0.173298,16.187288,20.009938,10.333350,3.445604,2.745615,180.218605,5.468932,1.084259,0.027258,0.985743
-0.035543,0.014403,0.146051,35.485581,20.009932,10.333407,3.446807,2.724634,180.189409,5.477385,1.084280,0.027275,0.985751
-0.039241,0.015150,-0.019091,15.840706,20.010158,10.333243,3.449221,2.740119,180.283953,5.487239,1.084306,0.027264,0.985740
-0.037760,0.014289,0.011086,86.511048,20.009825,10.333383,3.444761,2.744029,180.145770,5.475919,1.084268,0.027263,0.985743
-0.037010,0.014770,0.087287,11.430663,20.010130,10.333452,3.449089,2.747353,180.103835,5.493004,1.084222,0.027269,0.985734
-0.037606,0.014943,0.084964,5.811437,20.009760,10.333350,3.449969,2.747677,180.052457,5.457276,1.084150,0.027205,0.985655
-0.038906,0.014208,-0.033100,19.576598,20.009740,10.333388,3.444476,2.750115,180.062727,5.455097,1.084140,0.027189,0.985641
-0.038080,0.014447,0.211266,3.530708,20.010250,10.333293,3.445904,2.745475,180.038420,5.473702,1.084149,0.027227,0.985677
-0.037613,0.014119,0.127176,11.872283,20.010012,10.333323,3.446381,2.738270,180.006583,5.464479,1.084165,0.027133,0.985595
-0.037729,0.014901,0.076928,8.952255,20.009785,10.333462,3.446628,2.747222,179.988535,5.452529,1.084141,0.027138,0.985618
-0.035493,0.014409,0.025916,3.987011,20.009820,10.333493,3.445666,2.736091,179.983321,5.457934,1.084198,0.027208,0.985679
-0.037753,0.014741,0.195627,3.392421,20.009625,10.333393,3.447955,2.733881,179.943462,5.472507,1.084192,0.027219,0.985681
-0.037046,0.013853,0.001730,37.271951,20.010070,10.333410,3.444236,2.746975,179.933191,5.445958,1.084167,0.027153,0.985642
-0.039420,0.014264,0.081175,19.591688,20.009877,10.333372,3.446293,2.723741,180.110634,5.522721,1.084414,0.027347,0.985874
