Cycle,SCC,SCV,DVV,ICP,CCDT,ACCV_C,ACCV_D,CVCT,ECD,CCD,ECV,CCV,SoH
1,-3.27046211273015e-07,-1.631011435232093e-08,-4.709428927778786,5.284978942442677,2687.4784,4.050866626333163,4.027163893017639,4853.1216,3.645897955051625,0.9053249107964799,5.304573059082031,1.262992143630982,0.9127828263744866
2,1.784597740792465e-07,6.276601862308462e-09,-4.479704103429969,6.975611369573451,2687.4946,3.789051057681049,4.027894020523888,3722.559,3.646558761596602,0.9053251887671653,2.493562698364251,0.6233903169631949,0.9127949193580865
3,2.398105963456265e-07,-1.489624431918696e-08,-4.640067381703687,6.966873295196399,2687.496,3.788882406761903,4.027938372940767,3745.2358,3.646598815917997,0.905325859144796,2.492450714111335,0.623111844062805,0.9128027847132744
4,1.022640955990565e-07,1.582989829487161e-08,-4.81608424977855,6.979173030749055,2687.4656,3.788821447424799,4.027946218499112,3735.1982,3.646598815917997,0.9053243187081536,2.492351531982429,0.6230875253677359,0.9127960008444248
5,2.604739165326906e-07,-3.531520048451351e-08,-4.689204070867405,6.85365796429295,2687.469,3.788770583807283,4.027964389027162,3740.1428,3.646629333496094,0.9053268381394448,2.492950439453125,0.6232367753982551,0.9127924614345898
6,1.079274334054072e-07,-2.237287116977133e-08,-4.920646949610934,7.276545302329422,2687.4646,3.788722901292504,4.028010373667033,3729.8075,3.64665985107419,0.905323921702802,2.492057800292969,0.6230146884918208,0.9128097652160021
7,2.091775772897403e-07,-2.666824793222516e-08,-5.003669995651592,7.138647263319463,2687.482,3.788639130470943,4.02808933543556,3745.9298,3.646728515624702,0.9053238493506798,2.493133544921903,0.6232844591140738,0.9128030796640928
8,9.888841871589347e-08,-2.277666800353423e-08,-4.753747866975432,6.811818680018893,2687.4396,3.788560919656116,4.028190696226172,3726.4895,3.646827697753992,0.9053250059077977,2.49234008789071,0.623083829879761,0.9128059308553486
9,4.63680288274625e-07,1.373183257922902e-08,-4.590856816098486,6.815577891615435,2687.4651,3.788594642589832,4.028212927849863,3732.9318,3.646850585937017,0.9053256348706781,2.487838745117188,0.6219599246978758,0.912778500429134
10,1.294593139313707e-07,2.044142659592425e-09,-4.847802783930298,6.970896586085076,2687.4414,3.788459766542548,4.028191347820868,3732.32,3.646820068359006,0.9053243540693073,2.487808227539006,0.6219505071640021,0.9127986554017999
11,1.513952342399126e-07,-3.805456062963447e-08,-4.414036761140905,7.362069560683247,2687.4761,3.788349909272184,4.028144885191203,3740.311,3.646774291992017,0.9053238183551,2.484848022460909,0.6212112903594971,0.9127951159919669
12,1.690811585333181e-07,-1.425535218836423e-08,-4.680310766060463,6.792460615385899,2687.5183,3.788225809344778,4.028113893879174,3729.6408,3.646759033203011,0.9053251345758326,2.4884033203125,0.6220967769622812,0.9128029813471525
