Cycle,SCC,SCV,DVV,ICP,CCDT,ACCV_C,ACCV_D,CVCT,ECD,CCD,ECV,CCV,SoH
1,2.579753554334512e-08,-9.65257332900513e-09,-4.051079473239963,7.63795045045045,2689.7068,3.932172375240842,4.027343779591901,5335.2004,3.649036507471467,0.9060646449797786,5.761877059936523,1.37187385559082,0.9134004533905341
2,5.322323644998908e-07,2.824295956579443e-08,-4.595177705191296,7.18472903114983,2689.6347,3.790835195554936,4.028532730518598,3764.998,3.650112152099602,0.906064213922946,2.49250793457032,0.623126268386841,0.9134167740025465
3,3.540432226167726e-07,-2.819586686030174e-08,-4.974750077526961,8.133942875689137,2689.6039,3.790857595031871,4.028583885080883,3737.4631,3.650161743163999,0.9060646485013425,2.484962463378913,0.6212397813797002,0.9134245410407938
4,4.79577037396636e-07,-1.400426444316021e-09,-4.768079485129578,7.431733484747513,2689.6845,3.790552609180728,4.028835929046994,3745.4368,3.650379180908203,0.906063211121364,2.487617492675774,0.6219036579132078,0.9134222797511774
5,4.96208478704519e-07,-1.604479812769367e-08,-4.136131113651813,7.380907147942591,2689.7046,3.790406694537606,4.028914725988693,3729.7486,3.65045928955081,0.906064512673765,2.483047485351562,0.6207613945007331,0.9134147093468105
6,2.538226752671725e-07,4.240223479263329e-09,-4.373549896589719,7.211340237391975,2689.8058,3.79034639084215,4.029003794952557,3711.037,3.65054321289071,0.9060651597392279,2.476554870605469,0.619137883186341,0.9134258191610124
7,2.742421868907175e-07,-5.845108348155327e-08,-4.43423526725041,7.50859819567136,2689.6962,3.790145579116769,4.028987862460457,3719.9951,3.650520324707003,0.9060640357201918,2.47439575195321,0.6185976266860971,0.9134118581555547
8,5.479895684733404e-07,-1.599238348865434e-09,-4.353710389387856,7.540637044550089,2689.6847,3.790001572508888,4.028926293498209,3727.0645,3.650466918945,0.9060636980866547,2.474517822265597,0.6186279058456419,0.9134084170626618
9,5.652186598948583e-07,-1.666279246962141e-09,-4.97744537379429,7.408602314413971,2689.7682,3.789841197676768,4.028858611416259,3720.1946,3.650390625,0.9060633642657198,2.474136352539091,0.6185348033905029,0.9134026163632103
10,5.17535765546641e-07,-6.440274533034097e-08,-4.43620386585424,6.837115329271128,2689.6851,3.789736071133173,4.028799256087678,3724.206,3.650360107421989,0.9060636910435279,2.47607421875,0.6190178394317629,0.9134082204287814
11,4.927345764635941e-07,-2.049259714335774e-09,-4.309745893744464,6.978101190023643,2689.7416,3.789684268818191,4.028785251410466,3723.0003,3.650344848632017,0.9060647088044788,2.477767944335909,0.6194391250610349,0.9134225747019981
12,5.078522497822569e-07,-3.505588964827209e-08,-4.751418628201834,7.167995350426286,2689.684,3.789642535179631,4.02876105055141,3727.0023,3.650314331055,0.9060643529810479,2.477844238281307,0.6194602251052861,0.9134161841009073
13,2.463444378577914e-07,-3.193277352781868e-08,-5.005879964051887,7.073997151198682,2689.8277,3.789141201645566,4.028547970879171,3725.6667,3.650117874145501,0.9060634897323323,2.472653388977051,0.618162631988525,0.9134104817183981
14,2.522152760105894e-07,-2.893181623045162e-08,-4.429800314013406,7.377801844832216,2689.7323,3.788720133278614,4.028672951829783,3700.0768,3.650238037109297,0.9060648360755296,2.468719482421879,0.6171786785125728,0.9134176588550063
15,1.78018381594657e-07,-1.617964394464192e-08,-4.645497276734239,6.921827266871379,2689.767,3.788315225639313,4.028702978749383,3698.6638,3.650257110595696,0.9060635669738988,2.464561462402337,0.616139888763428,0.9134021247785115
16,1.645656301517948e-07,-2.915634206765314e-08,-4.804792994091521,7.118926390787968,2689.6771,3.788451951853713,4.028644636544717,3704.2924,3.650207519531193,0.9060637621150816,2.468986511230469,0.6172466278076181,0.9134028129970907
17,3.030548872267084e-07,-8.692508221686362e-09,-5.286275472222054,7.155288936217083,2689.6707,3.788451042662149,4.02863961469281,3702.7872,3.650207519531207,0.9060643796401568,2.469505310058594,0.6173756122589111,0.9133970122976393
18,1.666838717897641e-07,-2.694043775608885e-08,-4.708556417429798,6.912534598820986,2689.7665,3.788407312978714,4.028627702092114,3708.0832,3.650192260742699,0.9060629715677346,2.47260284423831,0.6181501150131219,0.9133980937839773
19,1.845447230391463e-07,-2.224110334984197e-08,-4.655710670634503,7.297740805089068,2689.7533,3.788397977932411,4.028614495864636,3709.0259,3.650177001953011,0.9060637219226924,2.473129272460895,0.6182817220687871,0.9134075322102021
20,3.170463462997052e-07,-2.933786331795423e-08,-4.844168167912564,7.032888375105564,2689.7452,3.788439257494092,4.028635023252444,3705.7529,3.650192260742017,0.9060642952681522,2.472000122070284,0.6179978847503658,0.9133984870517383
21,2.949212283143813e-07,1.671183554747708e-08,-4.337320307630646,7.16632803951407,2689.6727,3.788382419291143,4.028661925657138,3709.2772,3.65022277832,0.9060642879921945,2.4742431640625,0.6185579299926762,0.9134028129970907
22,6.299077152007026e-07,1.612887721586171e-09,-4.890671857199941,7.002446709590714,2689.6602,3.788324186870001,4.028817219168934,3695.5235,3.650375366210994,0.9060634624911471,2.473663330078097,0.6184167861938468,0.9134076305271422
23,2.787623432094154e-07,-3.643892728429574e-08,-4.583279177093893,6.915923506248538,2689.6992,3.788359866626021,4.02889848951512,3696.7745,3.650436401366989,0.9060634938941801,2.473800659179716,0.618449211120605,0.9134081221118413
24,4.611210408782378e-07,4.972786159083818e-09,-4.939020054758265,6.803173050647276,2689.6524,3.788425345608024,4.028914163742575,3691.7394,3.650451660155994,0.9060644007113295,2.465728759765597,0.6164320707321167,0.9134077288440825
25,4.619676610428655e-07,-1.637422720595418e-08,-4.578708661694936,7.172266158160355,2689.6851,3.788291167517503,4.028893547756262,3698.3925,3.650436401367017,0.9060640448878989,2.467391967773494,0.6168495416641238,0.9134129396418929
26,2.965213391524762e-07,1.934952929295554e-09,-4.61976536726151,7.113855111352296,2689.6932,3.788134321571949,4.028837079675789,3696.502,3.650390625,0.9060637310030869,2.469741821289006,0.6174346208572379,0.9134163807347877
27,3.108051477041823e-07,-2.630901094482225e-08,-4.14391543751796,6.998640959282954,2689.7306,3.788157223180722,4.0288113391519,3688.3318,3.650360107422017,0.9060644414857961,2.46905517578125,0.6172642707824709,0.9133945543741443
28,2.455416649303537e-07,4.701678085413351e-09,-4.813002867079357,7.320502111985057,2689.7811,3.788091340213113,4.028772111631866,3701.7754,3.650329589844034,0.9060636949725451,2.47027587890625,0.6175719499588019,0.9134212965817794
29,2.767364625402813e-07,1.45619900548008e-08,-4.252263242611489,7.156314579512174,2689.7108,3.78807458321803,4.028728688263795,3700.2222,3.650299072265,0.9060639753879509,2.4730224609375,0.6182522773742671,0.9134159874670289
30,6.225234594010642e-07,1.04919291678022e-08,-4.539400595222436,6.890071145487854,2689.7253,3.788156145622978,4.028688374703279,3704.0117,3.650238037108977,0.9060644460259936,2.473175048828125,0.618295192718505,0.9134049759697671
31,1.375723087188979e-07,4.439399111376504e-09,-4.621460804461212,6.965800220753762,2689.7962,3.78812648137079,4.028699123651199,3705.6551,3.650238037109034,0.9060637587681408,2.475036621093693,0.6187589168548582,0.9134056641883465
32,3.185577692815559e-07,-4.567832169376056e-08,-4.480423126573812,7.087826741377976,2689.7369,3.788104123771885,4.028776177328699,3705.854,3.650360107422046,0.9060656706569721,2.475128173828068,0.6187767982482912,0.9134119564724948
33,1.991504441201627e-07,-1.909505817717028e-08,-4.476822192329499,6.949779188244597,2689.7841,3.788045976427198,4.028838746479478,3683.3342,3.650390625,0.906065910123289,2.471832275390625,0.6179618835449219,0.9134259174779527
34,2.349350212572747e-07,-5.162715541242749e-09,-4.635537577549091,6.941773752758958,2689.7503,3.788092961992915,4.028888143778999,3694.4678,3.650421142578011,0.9060649065941105,2.473114013671875,0.6182806491851811,0.913416085783969
35,1.87170279838716e-07,5.425952154330419e-09,-4.047066575687606,7.037148374782878,2689.7424,3.78805553788897,4.028956061798771,3690.9947,3.650512695311988,0.9060664502321744,2.470123291015568,0.617526292800904,0.913424639357734
36,2.008032858305596e-07,-7.030338070993347e-08,-4.704019773605849,6.947490505164906,2689.7805,3.788009444334104,4.02886957911389,3699.8885,3.650421142578011,0.9060650288010946,2.4715576171875,0.6178888082504268,0.9134144143959919
