Cycle,SCC,SCV,DVV,ICP,CCDT,ACCV_C,ACCV_D,CVCT,ECD,CCD,ECV,CCV,SoH
1,,-2.256378851897046e-08,-5.049178990509332,,2668.1393,4.31118631362915,4.027384671825595,760.7826,3.619920810218896,0.8988237517478407,0.1481715296395123,0.03527890087570996,0.9072355879950764
2,5.47487019768962e-07,-6.455102530367011e-09,-4.615544773104772,7.413532809122172,2668.1268,3.792962006498894,4.027809633476457,3767.36,3.620306015014698,0.8988239848695226,2.502567291259769,0.6256408691406252,0.9072304755142062
3,5.16882411472504e-07,3.896451779182127e-08,-4.93535754578926,6.835542275882139,2668.1374,3.790742636970852,4.027813860718231,3756.9824,3.620307922363303,0.8988236966542901,2.5001335144043,0.625032424926758,0.9072347031426187
4,1.623729270269797e-07,-3.154933939574048e-08,-4.678125064603237,6.86403994943983,2668.1589,3.790396255424295,4.027868930945235,3770.9465,3.620353698730405,0.898823965835618,2.499549865722649,0.624887347221375,0.907236964432235
5,5.192880797167057e-07,-3.041436798106851e-09,-4.583711980057186,6.971156058656018,2668.128,3.790164840073503,4.027824633666192,3762.7255,3.620315551757798,0.8988243897038051,2.498050689697266,0.6245123147964469,0.9072435516672043
6,5.008861711009104e-07,2.040603379605357e-08,-4.299104731737152,7.130884768662783,2668.121,3.789994728210535,4.027778402249911,3762.1609,3.620269775390696,0.8988228429516308,2.499961853027344,0.624990224838256,0.9072238882792373
7,4.942658131584576e-07,-5.323929309709401e-09,-4.777815845377583,7.004832949038615,2668.1191,3.789904912355112,4.027714589293977,3761.7255,3.620223999023409,0.8988244697684425,2.502532958984375,0.6256313323974612,0.907219267383064
8,5.0778667124019e-07,-1.494631362732478e-08,-4.636071252665319,7.09550870558682,2668.1532,3.789844488642611,4.027698911888322,3764.5928,3.620208740235,0.8988250597030855,2.503837585449205,0.625959038734436,0.9072312620497238
9,4.9759842939623e-07,1.427620681665557e-08,-4.659302440196936,6.625366376344083,2668.1161,3.789744617880308,4.027687671568509,3774.2938,3.620193481445,0.8988233699928968,2.505798339843693,0.6264493465423591,0.9072180875797857
10,5.758188454823449e-07,-5.990265253986911e-08,-4.590268059310036,7.040166077591431,2668.1451,3.789730248356734,4.027796501523993,3757.2149,3.620300292968011,0.898824959818739,2.5028076171875,0.625698924064636,0.9072289024431691
11,4.761281735946318e-07,1.566204697659808e-08,-4.635978928916781,7.079333468176462,2668.1506,3.789640428098225,4.027806592791268,3760.0059,3.620315551757983,0.8988242538471238,2.504623413085909,0.6261545419693,0.9072363745305958
12,1.58233853021035e-07,2.076476697582575e-08,-5.169233060918668,6.922178465614858,2668.1108,3.789634086981931,4.027817629964164,3766.0569,3.620315551758011,0.8988238003803416,2.503082275390597,0.6257667541503902,0.9072382425524517
13,1.260315139331324e-07,-4.550560342207682e-08,-4.785241362383869,7.214349303530651,2668.1469,3.78963632680925,4.027862065650997,3761.8343,3.620361328125,0.898824552336009,2.49813842773429,0.62453281879425,0.9072340149240392
14,9.967195948692092e-08,-2.40288256941005e-08,-4.700426419639337,7.04561136100462,2668.1441,3.789481376247654,4.027818933319063,3750.5879,3.620315551758011,0.8988247817324008,2.497634887695312,0.6244086027145379,0.9072349980934372
15,2.573970423461293e-07,1.639615109312021e-08,-4.697082016039126,7.50568339300385,2668.1157,3.78925577061722,4.027794356381849,3766.1529,3.620300292968011,0.8988254667492579,2.497055053710909,0.6242626905441289,0.907234408191798
16,2.450174134264392e-07,-1.430439041227128e-08,-4.637702598693401,7.168431083810666,2668.1308,3.78941225127748,4.02773631770959,3766.8574,3.620239257811988,0.8988241172628473,2.498931884765597,0.6247316598892221,0.9072356863120167
17,1.051171746481127e-07,-3.854888408012456e-08,-4.700910904419287,7.062157279409607,2668.1594,3.78933704674622,4.027720673968283,3772.7508,3.620208740233977,0.8988257130549755,2.5003662109375,0.6250933408737178,0.9072400122573693
18,7.966564707232855e-07,-3.930956809685748e-09,-4.761476250033892,6.974689409596462,2668.2068,3.789287479742477,4.027696981322899,3760.3954,3.620208740233977,0.8988245561777147,2.501922607421875,0.62548303604126,0.9072357846289568
19,3.017057912389409e-07,6.88630988919911e-09,-4.522133169227011,6.924384432561228,2668.1799,3.789209858679613,4.027705485276068,3773.81,3.620239257812045,0.8988257612218147,2.506439208984432,0.626605749130249,0.9072363745305958
20,1.802646398034745e-07,-3.233455569736262e-08,-4.855994752696214,6.609204389731046,2668.1345,3.789285669724499,4.027646895115741,3745.7338,3.620178222656023,0.8988245955843008,2.50323486328125,0.625808596611023,0.9072351947273176
21,1.200512631668254e-07,-2.050470298774374e-08,-4.897569175368083,7.247037994467114,2668.1339,3.78921203638305,4.02767896089661,3778.9398,3.620178222656023,0.8988254691648759,2.507354736328182,0.6268332004547119,0.9072343098748599
22,2.285808125906153e-07,7.902326159507137e-09,-5.19405245646329,6.97514491754121,2668.1604,3.789222961747674,4.027736705251401,3771.3354,3.620239257811988,0.8988255153817593,2.505279541015625,0.6263253688812263,0.9072361778967154
23,6.029421334331588e-07,-2.429389821655787e-08,-4.844177290579277,7.092808092059865,2668.184,3.789157911796449,4.027829125311491,3758.7346,3.620330810545966,0.8988244179927276,2.506103515625,0.6265268325805662,0.9072425684978063
24,5.240693662872786e-07,2.288921388658633e-08,-4.958902193271619,6.582451553877106,2668.1444,3.789144878267769,4.027805364890938,3770.6636,3.620300292967954,0.898826160089811,2.506317138671875,0.6265798807144163,0.9072347031426187
