Cycle,SCC,SCV,DVV,ICP,CCDT,ACCV_C,ACCV_D,CVCT,ECD,CCD,ECV,CCV,SoH
1,1.83159072819691e-07,7.397586586214054e-09,-4.908010450877154,6.918758421364366,2704.6231,3.790931225112793,4.028695461931532,3641.9039,3.6705646514893,0.9111052470398133,2.445607185363771,0.6114015579223642,0.9209834423261815
2,3.07195352930243e-07,-5.122060835118177e-08,-4.144076660162143,7.596867563873912,2704.6112,3.788692245280029,4.02891554289717,3635.3514,3.670764923095696,0.9111044568126093,2.443092346191403,0.6107724905014029,0.921007824927262
3,1.669295297810325e-07,-3.420230314554706e-08,-4.670084191896201,7.274481279191141,2704.6313,3.788482836130282,4.029041130192088,3603.9212,3.670883178710994,0.911105286359088,2.425556182861328,0.6063889265060429,0.921012445823433
4,1.474885413479821e-07,2.579431753093981e-08,-4.775991731463675,7.041297517421065,2704.6599,3.788185731126291,4.029035033866025,3641.768,3.670875549316392,0.911104577273363,2.4378662109375,0.6094661951065061,0.9210201145447403
5,1.739720660865223e-07,-5.207145866324299e-08,-4.623449551404956,7.179345856867479,2704.6546,3.787972665474792,4.029035698460017,3640.0511,3.670867919921889,0.911104217782849,2.439285278320312,0.609821557998657,0.9210091030474784
6,2.17477215633899e-07,-3.357450175998402e-08,-4.646610218907471,7.065467716203256,2704.6233,3.787845028536934,4.02901856034047,3650.0065,3.670860290527003,0.9111043567245362,2.440208435058594,0.610052347183228,0.9210052686868248
7,2.689127076460348e-07,-3.135363148775626e-08,-4.835407005630101,7.217288476455135,2704.6322,3.787725437821375,4.028979315021174,3650.0052,3.670822143555,0.9111039475828877,2.443466186523494,0.610865473747253,0.9210130357250722
8,1.541010395525746e-07,3.484774155916161e-08,-4.491111707590574,2.364635612714345,2704.6546,4.155405124664306,4.028451926604255,4460.8031,3.670341727905908,0.9111042715376242,4.819598793983459,1.147522300481796,0.9210279798999279
9,1.268147074736891e-07,-3.353505235109542e-08,-4.719849144367118,7.537335628653965,2704.666,3.787571074956079,4.029265228149543,3625.8621,3.671083450317401,0.9111050002102277,2.436626434326172,0.609155535697937,0.9210151003808084
10,2.836816440290391e-07,-3.231086453633736e-08,-4.515715846983212,7.485246540655527,2704.6687,3.787467783419479,4.029272699743752,3623.039,3.671089172363295,0.9111044441524423,2.437583923339837,0.6093950271606441,0.921019426326161
11,3.922576487187304e-07,-2.979876153458162e-08,-4.418710442508823,6.821078261383159,2704.6811,3.787298870889134,4.029196885014497,3616.4321,3.671028137207003,0.9111056910769546,2.437324523925781,0.6093297004699711,0.9210254236594928
12,1.229644809029521e-07,-2.963402065506733e-08,-4.079260357918993,7.020900305996884,2704.7012,3.787232723696521,4.029133032712775,3636.5365,3.670959472656193,0.9111051391228102,2.441909790039062,0.610476732254029,0.9210140188944702
13,1.837726274791188e-07,-5.382075695915651e-08,-4.164713152170941,7.064853768885395,2704.6626,3.787191351074941,4.029111992581544,3650.2071,3.670944213867202,0.911104298516875,2.443893432617188,0.6109715700149538,0.9210168700857257
14,2.443053821948494e-07,-1.743014116609888e-08,-4.525113860468601,7.155332489132096,2704.6349,3.787257296338705,4.029037974714264,3638.487,3.670867919922003,0.9111036627436985,2.443763732910099,0.6109398603439331,0.9210126424573134
15,1.834700132664559e-07,-4.766980407243884e-09,-4.999310106308504,6.742578439891701,2704.6994,3.787213968606031,4.029107039713102,3651.0652,3.670936584472997,0.9111048156919422,2.446090698242202,0.6115224361419682,0.9210054653207052
16,2.429837049525007e-07,-5.967671588489312e-09,-4.440032571784799,6.83863605601316,2704.6637,3.787234320560609,4.029186252832236,3635.604,3.671005249023011,0.9111049755883865,2.443984985351591,0.6109946966171269,0.9210298479217836
17,1.749839946301217e-07,2.622146648198278e-10,-4.173892983083261,7.364511077878013,2704.6476,3.787208795760074,4.029255884185334,3636.9984,3.671066284179005,0.9111055549583402,2.4449462890625,0.6112344264984131,0.9210242438562145
18,1.625372475098164e-07,-4.80980078474285e-08,-4.599171594422906,6.92496827948968,2704.6427,3.787194189333529,4.029298997683077,3643.3454,3.671112060546989,0.9111057067930232,2.445449829101619,0.611362814903259,0.9210227691021156
