SCC,SCV,DVV,ICP,CCDT,CVCT,ACCV C,ACCV D,ECD,ECV,CCD,CCV,SoH
-0.038792,0.023139,0.775989,1.326827,19.998760,12.500003,3.461326,2.734465,176.702916,9.323771,1.064084,0.046831,0.967497
-0.033893,0.020235,0.591310,1.658677,19.998658,11.833408,3.450520,2.742119,177.061159,7.504047,1.067262,0.037440,0.970098
-0.035008,0.019138,0.550260,1.831698,19.998680,11.666702,3.450470,2.730909,177.545447,7.170879,1.068827,0.035807,0.971398
-0.038300,0.019329,0.532205,1.941243,19.998568,11.583477,3.450726,2.752832,177.789257,7.081380,1.069746,0.035287,0.972316
-0.034745,0.018161,0.535505,1.912027,19.998637,11.583380,3.446338,2.752705,177.614806,7.098455,1.069871,0.035442,0.972436
-0.038052,0.018366,0.557509,1.722678,19.998722,11.500042,3.448086,2.747593,177.784713,6.887705,1.070369,0.034416,0.972900
-0.035476,0.018501,0.501229,1.855565,19.998627,11.416705,3.448663,2.737311,177.868853,6.646540,1.070628,0.033230,0.973128
-0.036937,0.018609,0.502680,1.988942,19.998653,11.500052,3.450362,2.734539,177.736064,6.930113,1.070529,0.034516,0.972999
-0.036640,0.018265,0.531872,2.181262,19.998647,11.416712,3.447193,2.735941,177.880793,6.700848,1.070946,0.033465,0.973381
-0.038412,0.018741,0.497609,2.077284,19.998478,11.416753,3.448399,2.737670,177.948355,6.761271,1.071244,0.033668,0.973636
-0.037145,0.018653,0.512084,1.960639,19.998643,11.416857,3.449828,2.729331,177.756897,6.718367,1.071028,0.033574,0.973467
-0.038058,0.018896,0.503289,2.062224,19.998792,11.416812,3.448518,2.742103,177.839574,6.758629,1.071232,0.033686,0.973649
-0.036197,0.018502,0.504352,2.359562,19.998628,11.333317,3.448021,2.730277,177.964858,6.490962,1.071332,0.032407,0.973772
-0.035546,0.018298,0.526648,2.374837,19.998583,11.416865,3.447918,2.748834,177.834677,6.784985,1.071400,0.033803,0.973740
-0.035225,0.017568,0.486867,2.053628,19.998548,11.333392,3.445665,2.737221,177.926052,6.531504,1.071632,0.032603,0.974007
-0.038002,0.017891,0.474378,1.691753,19.998605,11.333402,3.445046,2.739372,177.915617,6.555076,1.071601,0.032608,0.974048
-0.036558,0.018587,0.513244,2.187251,19.998560,11.333540,3.450185,2.737877,177.904839,6.531614,1.071667,0.032623,0.973999
-0.035810,0.017987,0.492616,2.167490,19.998735,11.333435,3.448653,2.739906,177.977387,6.587158,1.071822,0.032783,0.974202
-0.036274,0.017923,0.476650,2.163920,19.998613,11.249953,3.449276,2.738029,177.737845,6.297575,1.071981,0.031449,0.974331
-0.037544,0.018081,0.502557,2.060140,19.998748,11.333355,3.446736,2.742691,177.915871,6.602840,1.071922,0.032870,0.974292
-0.033053,0.017978,0.485699,1.933494,19.998592,11.249932,3.446626,2.745081,177.987798,6.309278,1.071971,0.031517,0.974322
-0.038059,0.018607,0.527423,2.193781,19.998697,11.333450,3.449171,2.729703,177.752990,6.582180,1.071801,0.032750,0.974187
-0.037847,0.017881,0.462690,2.243516,19.998615,11.333440,3.447585,2.739766,177.818239,6.590194,1.071902,0.032814,0.974204
-0.035756,0.017728,0.520042,2.056508,19.998790,11.333278,3.448648,2.740804,177.848718,6.596914,1.071973,0.032897,0.974313
-0.035640,0.018440,0.531606,2.025189,19.998558,11.333343,3.446386,2.741696,177.592359,6.523400,1.071629,0.032622,0.973972
-0.035257,0.017621,0.510053,2.100633,19.998552,11.333252,3.445972,2.737114,177.796569,6.609003,1.072013,0.032908,0.974318
-0.036831,0.017919,0.519705,2.289111,19.998650,11.333480,3.447063,2.749716,177.782934,6.632208,1.072086,0.033009,0.974412
-0.037583,0.017936,0.518307,2.060432,19.998685,11.333460,3.448243,2.729927,177.610194,6.556005,1.071727,0.032696,0.974086
-0.036919,0.017954,0.474894,1.920707,19.998628,11.250135,3.447446,2.738247,177.764956,6.307636,1.071987,0.031515,0.974334
-0.035827,0.017881,0.504780,2.428352,19.998778,11.249973,3.447541,2.745335,177.764808,6.317767,1.072025,0.031530,0.974367
-0.035411,0.017884,0.528108,1.897276,19.998657,11.333498,3.446547,2.739408,177.546903,6.533573,1.071672,0.032578,0.974002
-0.038281,0.018361,0.493230,1.820235,19.998578,11.333472,3.446387,2.739636,177.572448,6.576304,1.071803,0.032705,0.974155
-0.035429,0.018035,0.501349,2.027416,19.998475,11.250145,3.445492,2.731046,177.633481,6.256565,1.071687,0.031194,0.974079
-0.040012,0.017976,0.511178,2.138275,19.998590,11.333305,3.448271,2.726545,177.478733,6.560194,1.071761,0.032653,0.974083
-0.033423,0.017596,0.492683,2.137804,19.998717,11.250118,3.447300,2.748251,177.562313,6.246438,1.071660,0.031165,0.974043
-0.034680,0.017224,0.487963,2.381116,19.998570,11.250042,3.445502,2.728099,177.427995,6.262221,1.071797,0.031190,0.974121
-0.033978,0.017920,0.486468,2.330601,19.998483,11.249920,3.446735,2.737027,177.521644,6.256958,1.071785,0.031300,0.974118
-0.037762,0.017872,0.444007,2.189286,19.998690,11.250027,3.446174,2.743801,177.619831,6.288616,1.071875,0.031338,0.974252
-0.036426,0.017035,0.481143,1.989853,19.998642,11.250205,3.445573,2.729588,177.389628,6.334426,1.072160,0.031577,0.974475
-0.036973,0.018047,0.482180,1.915911,19.998620,11.249985,3.447627,2.756327,177.494941,6.309657,1.071937,0.031483,0.974331
-0.035852,0.018946,0.489053,1.973941,19.998803,11.250118,3.450422,2.719931,177.416808,6.318815,1.071993,0.031575,0.974353
-0.036066,0.018515,0.505709,1.857888,19.998692,11.333465,3.448585,2.744324,177.147136,6.514490,1.071479,0.032416,0.973874
-0.035629,0.017934,0.512711,1.674125,19.998770,11.249985,3.448028,2.730119,177.313190,6.262080,1.071777,0.031300,0.974137
-0.035775,0.017787,0.497400,1.945101,19.998702,11.250150,3.447371,2.743074,177.345692,6.247214,1.071631,0.031162,0.974068
-0.035338,0.018143,0.526997,2.132268,19.998648,11.333435,3.449783,2.728276,177.089490,6.462062,1.071254,0.032218,0.973673
-0.035562,0.018062,0.474216,2.234559,19.998730,11.250025,3.450151,2.729093,177.248142,6.225725,1.071553,0.031075,0.973958
-0.034299,0.018554,0.521487,1.894751,19.998672,11.250237,3.452598,2.736006,177.297240,6.243788,1.071712,0.031143,0.974073
-0.034014,0.018488,0.469892,2.288689,19.998708,11.333328,3.452648,2.734321,176.978735,6.463548,1.071258,0.032201,0.973676
-0.034309,0.018159,0.475763,2.102078,19.998735,11.250108,3.449905,2.735710,177.097446,6.192943,1.071388,0.030947,0.973791
-0.037077,0.018151,0.468747,1.995025,19.998535,11.249927,3.448840,2.733641,177.143448,6.193898,1.071393,0.030900,0.973796
-0.038071,0.018314,0.506398,2.197900,19.998663,11.333435,3.451723,2.721360,176.948584,6.454164,1.071257,0.032177,0.973642
