SCC,SCV,DVV,ICP,CCDT,CVCT,ACCV C,ACCV D,ECD,ECV,CCD,CCV,SoH
-0.037676,0.021570,0.705981,1.566121,19.998515,12.250223,3.457236,2.740645,176.941990,8.613412,1.065108,0.043158,0.968339
-0.036450,0.019547,0.544767,2.045380,19.998767,11.583407,3.453369,2.727924,177.559071,6.872570,1.068717,0.034400,0.971374
-0.037773,0.018608,0.525167,1.904156,19.998757,11.499973,3.453132,2.731589,177.599184,6.830064,1.069058,0.034097,0.972560
-0.036340,0.018213,0.535662,1.913739,19.998678,11.416688,3.449463,2.731288,177.935128,6.714802,1.071026,0.033484,0.973410
-0.038898,0.018059,0.518748,2.045461,19.998663,11.333297,3.448543,2.738729,178.135007,6.566015,1.071762,0.032741,0.974129
-0.039148,0.017772,0.494862,2.112752,19.998792,11.333460,3.448194,2.737816,178.082438,6.604680,1.071957,0.032928,0.974298
-0.036412,0.017809,0.524439,2.285121,19.998672,11.333320,3.448486,2.740626,178.103427,6.653507,1.072208,0.033140,0.974483
-0.036825,0.018357,0.507023,2.158885,19.998623,11.250090,3.450092,2.730620,177.933349,6.394530,1.071238,0.031972,0.974695
-0.037864,0.018589,0.505650,2.205907,19.998817,11.250183,3.451298,2.744672,178.113709,6.420286,1.072566,0.032084,0.974835
-0.036927,0.017971,0.470836,2.366434,19.998645,11.250083,3.447726,2.747938,178.162915,6.435085,1.072711,0.032117,0.974881
-0.038774,0.018604,0.477179,1.969767,19.998593,11.250153,3.452507,2.755282,178.180722,6.494724,1.072956,0.032365,0.975151
-0.036846,0.017873,0.486940,2.539382,19.998678,11.250015,3.448128,2.731882,178.182746,6.521397,1.073090,0.032491,0.975295
-0.038482,0.017937,0.511759,2.046641,19.998723,11.250200,3.449687,2.746630,178.076795,6.577965,1.072105,0.032747,0.975509
-0.039388,0.017516,0.522339,1.872253,19.998643,11.166620,3.447787,2.735898,178.290241,6.301561,1.073488,0.031476,0.975669
-0.038301,0.018621,0.460208,2.527249,19.998803,11.166773,3.450836,2.746659,178.299515,6.316245,1.073610,0.031551,0.975718
-0.036389,0.018097,0.468826,2.221278,19.998603,11.166712,3.449799,2.739893,178.396959,6.345565,1.073747,0.031719,0.975869
-0.037108,0.017922,0.505251,2.067404,19.998650,11.166692,3.448504,2.743939,178.319042,6.375867,1.073747,0.031746,0.975945
-0.036440,0.017938,0.507753,2.171006,19.998515,11.166790,3.449005,2.755029,178.099217,6.365444,1.072629,0.031740,0.975971
-0.037654,0.017805,0.441721,2.188569,19.998645,11.166725,3.448766,2.736832,178.359169,6.388797,1.073920,0.031842,0.976068
-0.038744,0.017069,0.487011,2.409726,19.998672,11.166802,3.445610,2.752448,178.272012,6.383116,1.073908,0.031809,0.976061
-0.039128,0.017539,0.476986,2.095094,19.998728,11.166742,3.446171,2.755609,178.248814,6.383935,1.073892,0.031787,0.976057
-0.037970,0.017720,0.463034,2.317796,19.998343,11.166712,3.445894,2.746228,178.311949,6.420082,1.074096,0.031905,0.976172
-0.039732,0.018277,0.455573,2.195324,19.998595,11.166735,3.449989,2.734973,177.955731,6.381217,1.072653,0.031777,0.976045
-0.037861,0.017169,0.477257,2.491935,19.998673,11.166683,3.446506,2.730769,178.102262,6.380690,1.073798,0.031758,0.976015
-0.040105,0.017840,0.481573,2.174321,19.998843,11.166767,3.449120,2.751642,178.137790,6.395885,1.073981,0.031791,0.976067
-0.037777,0.017126,0.449592,2.223255,19.998590,11.166742,3.445755,2.741300,178.142791,6.390414,1.073983,0.031795,0.976048
-0.039983,0.018204,0.478370,2.041138,19.998550,11.166797,3.449929,2.748394,178.181132,6.416304,1.074053,0.031926,0.976172
-0.037947,0.017775,0.482061,2.499249,19.998603,11.083443,3.446655,2.734218,178.164888,6.136839,1.074227,0.030638,0.976270
-0.040207,0.018004,0.495676,2.619049,19.998760,11.166652,3.450489,2.742023,178.110966,6.443498,1.074112,0.032036,0.976274
-0.038168,0.017479,0.474343,1.930360,19.998557,11.166167,3.447762,2.741058,178.081092,6.416608,1.074023,0.031908,0.976159
-0.038623,0.017943,0.458164,2.182691,19.998633,11.166872,3.451523,2.737958,178.014114,6.424311,1.074061,0.031928,0.976158
-0.039980,0.017678,0.505147,2.205474,19.998638,11.166782,3.448439,2.734194,178.005534,6.434859,1.074134,0.031999,0.976231
-0.037867,0.017754,0.499308,2.245637,19.998493,11.166698,3.450327,2.740331,178.003116,6.425360,1.074120,0.031973,0.976217
-0.038963,0.017693,0.480552,2.104734,19.998828,11.166783,3.451298,2.738889,177.948853,6.435695,1.074190,0.032006,0.976251
-0.038881,0.017976,0.508751,2.326328,19.998728,11.166742,3.449798,2.741592,177.895719,6.438146,1.074185,0.032052,0.976278
-0.038017,0.017592,0.489144,2.042340,19.998647,11.166795,3.448215,2.734420,177.985630,6.447925,1.074223,0.032069,0.976328
-0.037446,0.017537,0.452515,2.286731,19.998755,11.083428,3.450146,2.736706,177.949205,6.161568,1.074279,0.030765,0.976391
-0.037412,0.017408,0.478917,2.047284,19.998723,11.083455,3.448640,2.740819,177.952086,6.177603,1.074350,0.030836,0.976483
-0.039059,0.017015,0.463020,1.969584,19.998780,11.083363,3.444015,2.738848,178.074003,6.195683,1.074483,0.030862,0.976579
-0.037116,0.017277,0.456569,2.425915,19.998680,11.083452,3.450501,2.733161,177.946157,6.163589,1.074286,0.030745,0.976424
-0.038596,0.017168,0.496620,1.986640,19.998688,11.083528,3.447794,2.730178,177.967062,6.162971,1.074321,0.030704,0.976398
-0.039007,0.017271,0.434490,2.326964,19.998700,11.083450,3.447324,2.732534,177.938452,6.181853,1.074426,0.030806,0.976493
-0.036687,0.017247,0.430418,2.765948,19.998643,11.083362,3.447972,2.743258,177.848202,6.154705,1.074321,0.030695,0.976367
-0.036438,0.018067,0.470784,2.124108,19.998447,11.083392,3.451127,2.724729,177.803939,6.168274,1.074354,0.030766,0.976415
-0.037716,0.017499,0.484688,1.945964,19.998645,11.083350,3.449622,2.741288,177.796436,6.184824,1.074398,0.030813,0.976476
-0.036379,0.018119,0.488469,2.503709,19.998562,11.083517,3.448831,2.741440,177.724804,6.154412,1.074209,0.030704,0.976361
