SCC,SCV,DVV,ICP,CCDT,CVCT,ACCV C,ACCV D,ECD,ECV,CCD,CCV,SoH
-0.039321,0.021273,0.602247,1.400475,19.998640,12.083452,3.456597,2.748486,178.009839,8.611397,1.068053,0.043128,0.970510
-0.035399,0.018456,0.498595,1.928461,19.998813,11.500035,3.449887,2.745358,177.452456,6.841745,1.070048,0.034027,0.972555
-0.037380,0.018256,0.506284,1.894142,19.998700,11.333470,3.451597,2.743353,178.510724,6.566190,1.071903,0.032793,0.973897
-0.034878,0.017724,0.392146,2.074504,19.998693,11.166627,3.446705,2.733048,178.872587,6.194404,1.072962,0.030927,0.975115
-0.039334,0.018512,0.506699,1.863348,19.998663,11.416700,3.451070,2.754020,178.046156,6.906061,1.071907,0.034429,0.974075
-0.036761,0.018165,0.493681,1.839021,19.998628,11.250060,3.447099,2.741747,178.690237,6.564392,1.073283,0.032622,0.975414
-0.037265,0.018369,0.492762,2.555259,19.998558,11.166788,3.448515,2.745133,178.874657,6.345050,1.073577,0.031543,0.975310
-0.036103,0.018626,0.518059,1.807429,19.998635,11.333485,3.451003,2.729794,177.899246,6.570818,1.072034,0.032834,0.973462
-0.035924,0.017739,0.410535,2.250402,19.998645,11.166773,3.447272,2.739567,178.595944,6.237206,1.073206,0.031146,0.975429
-0.037506,0.017190,0.468550,1.911284,19.998722,11.166878,3.446088,2.747074,178.735319,6.253400,1.073351,0.031079,0.975473
-0.034800,0.018441,0.442280,2.651011,19.998627,11.333405,3.450287,2.730053,177.937706,6.599269,1.072051,0.032994,0.974278
-0.035409,0.018263,0.404776,2.127076,19.998807,11.166760,3.446266,2.754554,178.376254,6.178833,1.073047,0.030895,0.975226
-0.035382,0.016950,0.449198,1.830210,19.998388,11.166715,3.443134,2.749292,178.344464,6.236825,1.073031,0.031016,0.975343
-0.037068,0.018145,0.452276,2.266827,19.998702,11.250000,3.447102,2.738556,177.981193,6.342042,1.072357,0.031693,0.974458
-0.036143,0.017907,0.399235,5.255764,19.998832,11.166838,3.447513,2.717022,178.319108,6.156198,1.072904,0.030648,0.975029
-0.036681,0.017573,0.487226,2.004225,19.998557,11.166735,3.444777,2.728017,177.719140,6.085671,1.072272,0.030306,0.974681
-0.037446,0.018539,0.363906,3.069762,19.998657,11.250098,3.450966,2.749768,178.056155,6.310198,1.072167,0.031488,0.974397
-0.033653,0.017463,0.458350,2.272999,19.989138,11.166888,3.444853,2.732932,178.162341,6.094224,1.072090,0.030388,0.974741
-0.035602,0.017029,0.454350,2.323963,19.998562,11.083292,3.443388,2.735885,177.229389,5.689053,1.071825,0.028308,0.974229
-0.034254,0.017987,0.473033,1.974343,19.998632,11.166770,3.449207,2.737887,178.004860,5.997572,1.072154,0.029921,0.974215
-0.034974,0.017592,0.370104,2.507922,19.998802,11.166847,3.445386,2.754793,178.243026,5.972613,1.072122,0.029769,0.974317
-0.036515,0.017496,0.437888,2.029904,19.998657,11.250177,3.445794,2.724950,177.112683,6.042759,1.070679,0.030034,0.973082
-0.034957,0.018829,0.433665,2.040200,19.988902,11.250072,3.453017,2.742465,177.629741,6.093176,1.070920,0.030374,0.973546
-0.032874,0.018215,0.447826,2.351131,19.998602,11.250150,3.449710,2.737493,177.897579,5.852823,1.071521,0.029238,0.972443
-0.037586,0.017978,0.519016,2.382234,19.998733,11.333535,3.448208,2.725064,176.834798,6.177193,1.070008,0.030868,0.972335
-0.036236,0.017921,0.488927,2.027055,19.998445,11.333432,3.447205,2.743968,177.752855,6.122679,1.071030,0.030346,0.971946
-0.038521,0.018071,0.429799,2.019537,19.998588,11.250057,3.449502,2.736305,177.922495,6.141575,1.071335,0.030502,0.973539
-0.037133,0.017925,0.410308,1.745307,19.998720,11.416762,3.448931,2.736066,176.889955,6.429554,1.069506,0.032050,0.972095
-0.035322,0.018151,0.477328,1.945511,19.998668,11.250155,3.447828,2.732735,177.529310,6.021804,1.070400,0.029919,0.972995
-0.037296,0.018007,0.478081,2.547786,19.998622,11.250215,3.449749,2.736629,177.607533,5.976271,1.068982,0.029677,0.972770
-0.035293,0.018719,0.544859,1.677145,19.998690,11.583510,3.451985,2.732224,176.870997,6.583603,1.067758,0.032765,0.969984
-0.036165,0.018184,0.515146,1.775218,19.998587,11.333300,3.448842,2.726743,177.137422,6.185160,1.069667,0.030801,0.972348
-0.035969,0.019015,0.520649,2.332143,19.998462,11.666682,3.447225,2.731449,176.768976,6.316786,1.069547,0.031384,0.967355
-0.036021,0.018511,0.530546,2.224920,19.998663,11.416753,3.451830,2.744194,176.815243,6.351898,1.069266,0.031649,0.971707
-0.034156,0.018508,0.535327,2.030366,19.998737,11.416882,3.448022,2.724468,176.520528,6.295837,1.068808,0.031392,0.971479
-0.036374,0.018830,0.452345,2.084950,19.998682,11.416835,3.447452,2.729682,175.872121,6.167229,1.068133,0.030635,0.970868
-0.036125,0.018964,0.473601,1.957594,19.998613,11.416753,3.453193,2.727314,176.667694,6.211474,1.068408,0.030981,0.971132
-0.034698,0.018625,0.497878,2.351745,19.998680,11.333495,3.450072,2.741991,176.621960,5.866039,1.068232,0.029291,0.970984
-0.034670,0.017449,0.471705,1.823165,19.998428,11.333347,3.445212,2.730044,175.828331,5.711450,1.066155,0.028305,0.970170
-0.034367,0.018112,0.490308,2.045325,19.998527,11.333403,3.450310,2.711394,176.554792,5.776672,1.067562,0.028803,0.970432
