SCC,SCV,DVV,ICP,CCDT,CVCT,ACCV C,ACCV D,ECD,ECV,CCD,CCV,SoH
-0.038362,0.022026,0.700469,1.637849,19.998768,12.416437,3.457428,2.741774,176.905116,8.700546,1.062372,0.043671,0.965949
-0.038467,0.018733,0.549343,2.347915,19.998568,11.750058,3.447509,2.735802,177.184929,6.907670,1.065836,0.034495,0.968741
-0.035880,0.018208,0.509615,2.279431,19.998617,11.583445,3.449583,2.735740,177.729545,6.609413,1.067445,0.033021,0.970152
-0.036535,0.018383,0.518379,1.721818,19.998593,11.500052,3.449516,2.736958,177.991002,6.511680,1.068481,0.032439,0.971057
-0.036363,0.018474,0.542190,1.947931,19.998697,11.500015,3.449417,2.756323,177.715966,6.517098,1.068469,0.032588,0.971105
-0.034979,0.018056,0.509210,1.655688,19.998587,11.416722,3.449353,2.730973,178.030407,6.354554,1.069163,0.031731,0.971741
-0.036311,0.018614,0.487848,2.953982,19.998600,11.416667,3.450380,2.744021,178.190179,6.456230,1.069673,0.032102,0.972163
-0.036314,0.018450,0.524347,2.157518,19.998777,11.416677,3.452380,2.753933,177.909366,6.399595,1.069386,0.031892,0.971950
-0.034501,0.018339,0.487936,1.748088,19.998630,11.333352,3.449196,2.730183,178.153415,6.192491,1.069884,0.030914,0.972415
-0.035468,0.017218,0.487187,1.862618,19.998588,11.333488,3.446632,2.717294,178.242929,6.263720,1.070192,0.031159,0.972688
-0.036402,0.018117,0.508267,2.078797,19.998497,11.416800,3.447521,2.740236,177.993085,6.500203,1.069876,0.032321,0.972358
-0.036895,0.018063,0.488280,2.040131,19.998668,11.333472,3.447249,2.737269,178.184277,6.300494,1.070322,0.031315,0.972843
-0.035256,0.017788,0.477556,2.217544,19.998740,11.249923,3.447115,2.747217,178.227427,6.011497,1.070480,0.030025,0.972945
-0.035201,0.017276,0.512518,2.176272,19.967072,11.333335,3.445725,2.746997,177.838926,6.296145,1.069158,0.031336,0.972827
-0.035716,0.018247,0.477426,1.990692,19.998762,11.250143,3.447835,2.710180,178.183652,6.056738,1.070712,0.030224,0.973134
-0.037993,0.017228,0.479647,2.218651,19.998612,11.250087,3.445031,2.750277,178.119881,6.084027,1.070727,0.030238,0.973231
-0.034201,0.017331,0.499126,1.731038,19.939562,11.249978,3.444772,2.740285,178.159726,6.068123,1.070732,0.030270,0.973180
-0.038799,0.017726,0.489131,2.243252,19.931407,11.250120,3.448047,2.731876,178.273316,6.114375,1.070933,0.030389,0.973389
-0.037245,0.017400,0.442978,2.451836,19.998512,11.166688,3.447937,2.731857,177.942928,5.831409,1.071080,0.029076,0.973476
-0.036121,0.017481,0.466933,2.152977,19.960187,11.250140,3.447406,2.736531,178.201273,6.126881,1.071033,0.030472,0.973433
-0.034294,0.017620,0.470140,1.669110,19.996695,11.166645,3.447591,2.731846,178.312910,5.867584,1.071220,0.029255,0.973631
-0.035568,0.017339,0.466714,1.886812,19.996538,11.250005,3.443918,2.738265,177.969518,6.117332,1.070927,0.030378,0.973365
-0.037519,0.016784,0.481770,2.293492,19.975237,11.249927,3.443455,2.729066,178.115015,6.132149,1.071052,0.030469,0.973436
-0.033945,0.017710,0.444725,2.068314,19.925420,11.166690,3.446788,2.735856,178.201547,5.867792,1.071233,0.029288,0.973643
-0.033523,0.017555,0.476286,2.099408,19.971445,11.249960,3.447243,2.727538,177.844052,6.059967,1.070770,0.030248,0.973191
-0.034973,0.017702,0.455334,2.211890,19.998633,11.166677,3.447257,2.740579,178.172134,5.873370,1.071325,0.029298,0.973644
-0.037023,0.017352,0.470711,1.761563,19.998747,11.166673,3.445996,2.753307,178.182496,5.914951,1.071493,0.029496,0.973862
-0.034994,0.017627,0.485680,2.058967,19.989543,11.250083,3.447619,2.751837,177.866158,6.098263,1.070937,0.030416,0.973358
-0.036450,0.017094,0.421075,2.373554,19.998612,11.166622,3.446272,2.749607,178.122576,5.884777,1.071357,0.029336,0.973734
-0.036694,0.017074,0.448354,2.140348,19.998265,11.166818,3.444457,2.744183,178.183444,5.900366,1.071461,0.029427,0.973859
-0.036668,0.017003,0.470692,2.388858,19.985410,11.250123,3.446495,2.737433,177.910036,6.115424,1.071018,0.030447,0.973423
-0.033363,0.017133,0.481592,2.233854,19.998445,11.166842,3.446079,2.758779,178.053942,5.888681,1.071382,0.029384,0.973789
-0.036506,0.016922,0.424960,2.353260,19.998697,11.166778,3.446194,2.739829,178.086580,5.885685,1.071359,0.029288,0.973772
-0.037831,0.018139,0.472656,2.202227,19.998563,11.250237,3.448343,2.749439,177.918050,6.169750,1.071272,0.030653,0.973602
-0.036333,0.017713,0.448290,2.244985,19.998713,11.166658,3.446884,2.745504,178.034262,5.881636,1.071331,0.029270,0.973746
-0.038073,0.017889,0.422627,2.744650,19.998643,11.166738,3.448622,2.724396,177.854562,5.924223,1.071481,0.029402,0.973854
-0.035317,0.017136,0.441196,2.548868,19.998670,11.166873,3.446018,2.751783,177.931066,5.888225,1.071415,0.029357,0.973755
-0.033642,0.016627,0.460189,2.172784,19.998672,11.166750,3.443848,2.748039,178.055576,5.939111,1.071541,0.029482,0.973927
-0.035590,0.016983,0.451072,1.869506,19.998565,11.166583,3.446943,2.732699,177.739089,5.971957,1.071767,0.029667,0.974129
-0.036525,0.017329,0.478287,2.787793,19.998562,11.166647,3.444745,2.748969,177.921232,5.932255,1.071650,0.029556,0.974009
-0.034753,0.017610,0.475263,2.285759,19.998598,11.166685,3.449876,2.734877,177.924786,5.972289,1.071781,0.029720,0.974135
-0.033798,0.017191,0.460453,2.245920,19.998592,11.166553,3.444550,2.734515,177.507831,5.850543,1.071135,0.029178,0.973557
-0.034046,0.017324,0.467182,2.206263,19.998745,11.166725,3.447642,2.733583,177.807167,5.919656,1.071549,0.029471,0.973898
