Discharge_Cycle,Time(s),Voltage(V),Current(A),Capacity(Ah),SOC
1,0.0,4.191491807505295,-0.004901589207462691,1.8564874208181574,1.0
1,35.702999999999996,3.9748709122299895,-2.0125283240860368,1.8564874208181574,0.9943021038725958
1,53.781,3.9517167075108937,-2.0139793620987403,1.8564874208181574,0.988854432686357
1,71.922,3.934352489432596,-2.011143595991146,1.8564874208181574,0.9833954741945551
1,90.094,3.920058441667911,-2.0130066278129433,1.8564874208181574,0.9779221216641536
1,108.281,3.9079035099130923,-2.0143996570526377,1.8564874208181574,0.97244046041387
1,126.453,3.8970357216910942,-2.01160288530172,1.8564874208181574,0.9669709246506464
1,144.641,3.8874765805404445,-2.0180146876333027,1.8564874208181574,0.9614791240947672
1,162.844,3.878958592475142,-2.0131347535115096,1.8564874208181574,0.9559960854889868
1,181.016,3.871015984807792,-2.0131622022459528,1.8564874208181574,0.9505223099526674
1,199.219,3.863479677493402,-2.0130302341846087,1.8564874208181574,0.9450395560190896
1,217.391,3.856660507031456,-2.013710498518572,1.8564874208181574,0.9395642896686071
1,235.594,3.850013579168339,-2.0141501374546595,1.8564874208181574,0.9340784855304398
1,253.75,3.8438419054138055,-2.0134639832409995,1.8564874208181574,0.9286087097009487
1,271.984,3.837687975719061,-2.012645836387535,1.8564874208181574,0.9231176672909709
1,290.141,3.831938252983524,-2.013409300587134,1.8564874208181574,0.91764773875508
1,308.359,3.826414443009924,-2.013145499824814,1.8564874208181574,0.9121601526130794
1,326.5,3.8210957343825593,-2.0120412894303126,1.8564874208181574,0.906698757462238
1,344.75,3.815896664668625,-2.0144632529994038,1.8564874208181574,0.9011979340082581
1,362.906,3.8106968219063564,-2.013140029715948,1.8564874208181574,0.8957290382308444
1,381.047,3.8058373809696873,-2.0092264361962906,1.8564874208181574,0.8902752835920956
1,399.187,3.801121633463299,-2.0146661803839097,1.8564874208181574,0.8848070649996513
1,417.281,3.7962931305502456,-2.013218328840318,1.8564874208181574,0.8793566326949619
1,435.484,3.7914489063900754,-2.011514220111743,1.8564874208181574,0.8738780078261047
1,453.672,3.78662468670613,-2.0122022798127417,1.8564874208181574,0.8684020250859706
1,471.812,3.782062923033413,-2.0138533447712548,1.8564874208181574,0.8629360126966448
1,490.203,3.7771754018686496,-2.012131460111624,1.8564874208181574,0.857399106268476
1,508.344,3.7724062939793614,-2.010701731407519,1.8564874208181574,0.8519413471541953
1,526.625,3.7679374591949557,-2.01208603752232,1.8564874208181574,0.8464376822402725
1,544.922,3.7632293036403497,-2.0122939193277443,1.8564874208181574,0.84092863126029
1,563.125,3.7585114920291285,-2.0134659783611792,1.8564874208181574,0.8354446905198489
1,581.406,3.754213210075249,-2.013587960930042,1.8564874208181574,0.8299369173903686
1,599.656,3.7496292028995617,-2.0128470572358244,1.8564874208181574,0.8244405072249156
1,617.875,3.7451688596363826,-2.0124262827670187,1.8564874208181574,0.8189545804696375
1,636.047,3.7410050087611926,-2.012455650506209,1.8564874208181574,0.8134827260431143
1,654.422,3.736699828857414,-2.0133848004978523,1.8564874208181574,0.8079471907787033
1,672.594,3.73248270531015,-2.012628857345505,1.8564874208181574,0.8024748654038587
1,690.812,3.7283525544000353,-2.0155053619337076,1.8564874208181574,0.7969808465690364
1,708.937,3.724533235478666,-2.011329657572897,1.8564874208181574,0.7915261981778644
1,727.266,3.7206510260877064,-2.0108790415318465,1.8564874208181574,0.7860113925863227
1,745.578,3.7164090082277776,-2.0129961302858654,1.8564874208181574,0.7804959012335498
1,763.797,3.7127918378393843,-2.01075794856787,1.8564874208181574,0.7750145224009949
1,782.109,3.7084276144367743,-2.0137012692563894,1.8564874208181574,0.7694970990087929
1,800.484,3.7047917716546044,-2.0111444364618514,1.8564874208181574,0.7639677233290392
1,818.797,3.700682577796298,-2.012174075768356,1.8564874208181574,0.7584541832849736
1,837.016,3.6967577147701225,-2.01231592461865,1.8564874208181574,0.7529685573688985
1,855.25,3.6930393322124,-2.0120123756511448,1.8564874208181574,0.7474792432112071
1,873.578,3.689176796697776,-2.0120803747271694,1.8564874208181574,0.7419614440398516
1,891.812,3.685214481541968,-2.0107110810878415,1.8564874208181574,0.7364756801658245
1,910.141,3.681493741415728,-2.013344119617849,1.8564874208181574,0.7309541141346286
1,928.391,3.6777922137897634,-2.0110307397305536,1.8564874208181574,0.7254626637230545
1,946.719,3.6740618131820946,-2.0126836937029475,1.8564874208181574,0.7199432100487346
1,965.047,3.6703017649960348,-2.0114412418104908,1.8564874208181574,0.7144271635941805
1,983.391,3.666733911530225,-2.0127904770485,1.8564874208181574,0.708902598449013
1,1001.766,3.6629980495062586,-2.011569191758114,1.8564874208181574,0.7033720549607407
1,1020.172,3.659664386801439,-2.0126631912960185,1.8564874208181574,0.6978291681502959
1,1038.594,3.6558941361243935,-2.0139053880760813,1.8564874208181574,0.6922780390180693
1,1056.922,3.6523265130031755,-2.010715775544467,1.8564874208181574,0.6867639820353134
1,1075.203,3.648763482293651,-2.012021545570249,1.8564874208181574,0.6812604935264186
1,1093.687,3.6455468592716467,-2.009214327441653,1.8564874208181574,0.6757036557985957
1,1112.0,3.6420762548373222,-2.0137098496526478,1.8564874208181574,0.6701859075943556
1,1130.328,3.6384640630533522,-2.012817105537171,1.8564874208181574,0.6646660880600446
1,1148.75,3.6350760693865416,-2.0140626569872073,1.8564874208181574,0.6591145254317663
1,1167.125,3.6316648242502687,-2.0110737646568038,1.8564874208181574,0.6535853440547951
1,1185.641,3.628578536468816,-2.010892908444055,1.8564874208181574,0.648014235729587
1,1203.984,3.625012599283518,-2.012403944593161,1.8564874208181574,0.6424910326182625
1,1222.406,3.6215822268112277,-2.0132359077233173,1.8564874208181574,0.6369417488417867
1,1240.797,3.618461251661822,-2.0141938465196407,1.8564874208181574,0.6313991672175453
1,1259.156,3.615067251937504,-2.0126366754770078,1.8564874208181574,0.6258705070908496
1,1277.547,3.6118818087581213,-2.0122103196974557,1.8564874208181574,0.6203333836598873
1,1295.906,3.608578677267317,-2.011552238457628,1.8564874208181574,0.6148077024532232
1,1314.297,3.6055349411099233,-2.0140642055357367,1.8564874208181574,0.6092654775700852
1,1332.687,3.6021858993564058,-2.0118993923590667,1.8564874208181574,0.603729510768451
1,1351.203,3.598857145114916,-2.015418659421735,1.8564874208181574,0.5981458640087776
1,1369.687,3.5957670937938047,-2.0127496500225766,1.8564874208181574,0.5925792487208261
1,1388.125,3.5930166635689296,-2.0138512952228385,1.8564874208181574,0.5870234475154397
1,1406.578,3.589710093997269,-2.0135540833621937,1.8564874208181574,0.5814639470721678
1,1425.062,3.5866522032766084,-2.0163099096877253,1.8564874208181574,0.5758874852561691
1,1443.609,3.583442038235367,-2.0127709962440115,1.8564874208181574,0.5703018377393826
1,1462.047,3.580485344347141,-2.012822716309189,1.8564874208181574,0.5647488741715029
1,1480.547,3.577250478130265,-2.012519953474933,1.8564874208181574,0.5591780761625287
1,1499.031,3.5743688339111253,-2.011585027857753,1.8564874208181574,0.5536146818432394
1,1517.672,3.5712851276871667,-2.0162285132879596,1.8564874208181574,0.5479910815228562
1,1536.109,3.568720665506147,-2.012227513512012,1.8564874208181574,0.5424400610774415
1,1554.781,3.5655546732997907,-2.013824259805759,1.8564874208181574,0.5368138257236592
1,1573.281,3.562595408782016,-2.013887804659261,1.8564874208181574,0.5312392414055649
1,1591.859,3.559784470410582,-2.0108430845976044,1.8564874208181574,0.5256496169700826
1,1610.406,3.556893753831353,-2.010678198048069,1.8564874208181574,0.5200697771845622
1,1628.953,3.553973587540843,-2.013477429843029,1.8564874208181574,0.5144821692415347
1,1647.562,3.551197827421948,-2.013286566822403,1.8564874208181574,0.508876414149976
1,1666.062,3.5485155995774695,-2.011740383270553,1.8564874208181574,0.5033077740466338
1,1684.656,3.5458058311007727,-2.0130222067974155,1.8564874208181574,0.49770727302437184
1,1703.219,3.5431107215501156,-2.013411432030162,1.8564874208181574,0.49211502811042196
1,1721.891,3.540293557597872,-2.013698959876419,1.8564874208181574,0.4864891428203996
1,1740.437,3.537401005590436,-2.013064141778605,1.8564874208181574,0.4809029830001018
1,1759.016,3.5351870427542216,-2.0110514146671736,1.8564874208181574,0.4753124785563455
1,1777.641,3.5325089411636674,-2.012815244329944,1.8564874208181574,0.469703217111369
1,1796.328,3.5299033377316102,-2.0148401368014133,1.8564874208181574,0.46406962152318154
1,1815.047,3.5275475345562626,-2.0129686752427793,1.8564874208181574,0.4584316205133582
1,1833.75,3.5250155059872195,-2.0137554374049196,1.8564874208181574,0.4527962368546753
1,1852.391,3.5226033573884603,-2.0119977076121405,1.8564874208181574,0.4471844369626648
1,1871.078,3.5201127792301476,-2.011265054968487,1.8564874208181574,0.44156083748527225
1,1889.844,3.5179689456722643,-2.010186980979301,1.8564874208181574,0.4359164911212074
1,1908.578,3.5153862484304494,-2.0125204660350757,1.8564874208181574,0.4302752286087763
1,1927.281,3.5132836904357765,-2.0135954787601995,1.8564874208181574,0.424640292585549
1,1946.031,3.5111398620917647,-2.0130695572564217,1.8564874208181574,0.4189926716214616
1,1964.891,3.5088048409150656,-2.0121285589478077,1.8564874208181574,0.41331457338482386
1,1983.703,3.5068911484708996,-2.0116508334334893,1.8564874208181574,0.40765227097942774
1,2002.484,3.504711595241825,-2.0109261555754006,1.8564874208181574,0.40200133582205744
1,2021.187,3.5027863690522647,-2.0150827459752803,1.8564874208181574,0.39636223776345864
1,2039.906,3.5006411924363916,-2.0125090167753217,1.8564874208181574,0.3907255241829607
1,2058.641,3.498840324724502,-2.0153399541495163,1.8564874208181574,0.38507605686431634
1,2077.406,3.4965100917307734,-2.01178460382067,1.8564874208181574,0.37942752559509085
1,2096.312,3.494762083941214,-2.0141406052790485,1.8564874208181574,0.37372988662371437
1,2115.047,3.49264904176421,-2.011955438626154,1.8564874208181574,0.3680899068904272
1,2133.969,3.490903811475105,-2.0117008155468996,1.8564874208181574,0.3623943536158634
1,2152.812,3.488848632551381,-2.0122905398568998,1.8564874208181574,0.3567209168075893
1,2171.625,3.486869289553692,-2.0112903504210333,1.8564874208181574,0.35105932813298907
1,2190.547,3.4849958723381325,-2.011624701198909,1.8564874208181574,0.3453639903543482
1,2209.422,3.4831738120107745,-2.0136155754500633,1.8564874208181574,0.33967717652990337
1,2228.297,3.480996352828119,-2.0119309097631826,1.8564874208181574,0.3339951205054252
1,2247.219,3.479328828837194,-2.015181645434741,1.8564874208181574,0.3282897122604241
1,2265.969,3.477212881390962,-2.014043673338185,1.8564874208181574,0.32263935843577307
1,2284.937,3.4753105413831458,-2.013217760628927,1.8564874208181574,0.3169256538499285
1,2303.859,3.473443290386014,-2.011669638943265,1.8564874208181574,0.3112301888429667
1,2322.797,3.4711879019081686,-2.0128933420251287,1.8564874208181574,0.30552644039070703
1,2341.766,3.469158039902223,-2.0119443831543045,1.8564874208181574,0.29981604873384793
1,2360.594,3.4671579943063167,-2.012427484501588,1.8564874208181574,0.2941467424805877
1,2379.578,3.465097993031564,-2.010299629981853,1.8564874208181574,0.28843650715666663
1,2398.672,3.463197485444895,-2.012658501123071,1.8564874208181574,0.28268644553948097
1,2417.797,3.460765705112582,-2.013968219184656,1.8564874208181574,0.2769233005569508
1,2436.906,3.4585295432468413,-2.0144535347695864,1.8564874208181574,0.27116358941819724
1,2455.969,3.4563759463501422,-2.010759639842223,1.8564874208181574,0.265428279435533
1,2474.984,3.4538210537417333,-2.0121779984073713,1.8564874208181574,0.2597033753609138
1,2494.031,3.4515907122275227,-2.0087093465325,1.8564874208181574,0.25397872231536356
1,2513.187,3.4493434152393183,-2.016679128578936,1.8564874208181574,0.24819846568755508
1,2532.391,3.446911775455076,-2.0138586708540003,1.8564874208181574,0.24241182954977877
1,2551.547,3.444337080026871,-2.0115758127460204,1.8564874208181574,0.23664620017463978
1,2570.578,3.4418610480967886,-2.011119043674645,1.8564874208181574,0.23091949432816056
1,2589.703,3.4389402660812247,-2.013523872307681,1.8564874208181574,0.22515762088281266
1,2608.797,3.4363610349510556,-2.0112922215928988,1.8564874208181574,0.21941146265583475
1,2627.953,3.4336708090485026,-2.0138901413030603,1.8564874208181574,0.21363919989376218
1,2647.234,3.4308965803729032,-2.0126687404943913,1.8564874208181574,0.20783279463164234
1,2666.516,3.4278208975786204,-2.0128414375740236,1.8564874208181574,0.20202558997848935
1,2685.812,3.4248440591339078,-2.0110968292008407,1.8564874208181574,0.19621920589872766
1,2704.969,3.4217572691161324,-2.01176990089421,1.8564874208181574,0.19045271921124893
1,2724.203,3.4187463240429086,-2.010560853989072,1.8564874208181574,0.18466653411184833
1,2743.453,3.415457808616587,-2.012447887937708,1.8564874208181574,0.178870100509997
1,2762.625,3.4117760087144955,-2.009914541451216,1.8564874208181574,0.17310442096248882
1,2781.922,3.408293969372279,-2.0152481947556304,1.8564874208181574,0.16728574964054965
1,2801.25,3.404357793933063,-2.0150953474129545,1.8564874208181574,0.16145817284177488
1,2820.625,3.4002362406403064,-2.012875924788009,1.8564874208181574,0.15562285918476418
1,2839.937,3.3961307178717886,-2.009719858043891,1.8564874208181574,0.14981563937466605
1,2859.234,3.391813378425516,-2.012525609775728,1.8564874208181574,0.1440048290334167
1,2878.578,3.3870482919863876,-2.0124717716077494,1.8564874208181574,0.13818002164096652
1,2897.937,3.382030920346834,-2.0123914449852918,1.8564874208181574,0.13235093016743568
1,2917.281,3.3765480941020134,-2.0117711404942584,1.8564874208181574,0.12652815065003292
1,2936.687,3.3704516808092,-2.013057210639712,1.8564874208181574,0.12068297410384185
1,2956.078,3.3637870289545013,-2.0131297744697148,1.8564874208181574,0.11484210509094202
1,2975.453,3.356852193816097,-2.0105045067999914,1.8564874208181574,0.10901366615859841
1,2994.969,3.348677494802443,-2.013446754531448,1.8564874208181574,0.10313421960257986
1,3014.453,3.3395908974645954,-2.0119982113302872,1.8564874208181574,0.09726863640049485
1,3033.891,3.3296351274331917,-2.0140764480537103,1.8564874208181574,0.09141085693687884
1,3053.375,3.3182079062628267,-2.0100685422582028,1.8564874208181574,0.08555089930365918
1,3072.859,3.304941442777412,-2.0138669451353235,1.8564874208181574,0.07967986817743873
1,3092.328,3.2903773656630855,-2.0110127332259826,1.8564874208181574,0.0738216714225031
1,3111.828,3.273715693930023,-2.0123113782132838,1.8564874208181574,0.06795035775611784
1,3131.234,3.2545164612946103,-2.011090197818606,1.8564874208181574,0.06211089269052812
1,3150.672,3.233102643098978,-2.0112350674844652,1.8564874208181574,0.05626137715391594
1,3170.187,3.20827869027007,-2.0117170273952336,1.8564874208181574,0.050387282561595824
1,3189.734,3.179961764719949,-2.0110614531850426,1.8564874208181574,0.04450547321553459
1,3209.297,3.1472229932322944,-2.011689985187744,1.8564874208181574,0.038617009583307674
1,3229.016,3.109330581432899,-2.01339607190516,1.8564874208181574,0.0326765561979568
1,3248.625,3.0653815793591006,-2.0148081760145495,1.8564874208181574,0.026765097774970478
1,3268.328,3.0130612235668974,-2.011094695691653,1.8564874208181574,0.020836249093543504
1,3287.969,2.949205490547093,-2.0142169702032073,1.8564874208181574,0.014916881171428847
1,3307.625,2.866018014123437,-2.0106091492141824,1.8564874208181574,0.009003603315836689
1,3327.234,2.757251912656085,-2.014111593729131,1.8564874208181574,0.003094188669159923
1,3346.937,2.612467347907089,-2.0126390990973206,1.8564874208181574,0.0
2,0.0,4.189773213846608,2.125117981080765e-05,1.846327249719927,1.0
2,35.703,3.979156704814032,-2.0146540312175545,1.846327249719927,0.9942316592645214
2,53.828,3.956924181899758,-2.0137033450285493,1.846327249719927,0.9887405216659638
2,71.891,3.9400538390376423,-2.012797051881507,1.846327249719927,0.9832706304484955
2,90.047,3.926095595251093,-2.011272538750637,1.846327249719927,0.9777767409775809
2,108.313,3.9143191459939155,-2.0116214173913387,1.846327249719927,0.9722486074574257
2,126.391,3.903873087604852,-2.0125800195465726,1.846327249719927,0.9667747641830606
2,144.625,3.8946615882066618,-2.013388873536705,1.846327249719927,0.9612514667036943
2,162.719,3.8861313616362816,-2.009706261611122,1.846327249719927,0.9557806017889912
2,180.953,3.8781636895395546,-2.0123020565284597,1.846327249719927,0.9502602857573328
2,199.016,3.870634853309994,-2.01514991764918,1.846327249719927,0.9447840004924435
2,217.297,3.8636845198145626,-2.0144454264962905,1.846327249719927,0.9392435602530793
2,235.469,3.8571044753312522,-2.012984576700886,1.846327249719927,0.9337401486477848
2,253.735,3.850762064330537,-2.0129907593239493,1.846327249719927,0.9282082520413087
2,271.813,3.8446528939436218,-2.012909732282415,1.846327249719927,0.9227335120096352
2,290.063,3.8388259656623402,-2.0131369934609142,1.846327249719927,0.9172060595231086
2,308.266,3.8330626465490165,-2.015490249620999,1.846327249719927,0.9116863974451138
2,326.422,3.827711352838436,-2.0133245323453517,1.846327249719927,0.906186902853169
2,344.594,3.822516338395961,-2.014564043319193,1.846327249719927,0.9006791730553668
2,362.782,3.8173883859598345,-2.0127066031250345,1.846327249719927,0.8951716764679313
2,381.016,3.8124135100228957,-2.01579390532156,1.846327249719927,0.8896417813033539
2,399.25,3.8071910719653466,-2.0119288161488327,1.846327249719927,0.8841224891760565
2,417.422,3.8024605052616653,-2.0137321124795937,1.846327249719927,0.8786170338407069
2,435.563,3.7973579312795764,-2.0121567543552628,1.846327249719927,0.8731252699910462
2,453.75,3.7925648489670825,-2.0104831418180718,1.846327249719927,0.867624160076486
2,472.032,3.787693845804673,-2.011578607335916,1.846327249719927,0.8620913019681502
2,490.328,3.7826792843668753,-2.012367488601698,1.846327249719927,0.8565520354207922
2,508.516,3.7778833219712733,-2.0124864806723526,1.846327249719927,0.8510451411683692
2,526.641,3.7727890704088285,-2.0106723863394422,1.846327249719927,0.8455622686458262
2,544.891,3.7681125923657848,-2.0119374110515924,1.846327249719927,0.8400381098421403
2,563.078,3.7634204024570246,-2.016820542901454,1.846327249719927,0.8345196594489622
2,581.235,3.7588231073617404,-2.01218145029115,1.846327249719927,0.8290229845112991
2,599.5,3.754457664464789,-2.013657238061926,1.846327249719927,0.8234895593080747
2,617.703,3.75002026843124,-2.0119795002270418,1.846327249719927,0.8179795118388823
2,636.032,3.7456262320206344,-2.012095763682787,1.846327249719927,0.8124310035686669
2,654.172,3.741277204025702,-2.0136711673969945,1.846327249719927,0.8069354093976923
2,672.344,3.7371676092878072,-2.0141019427676303,1.846327249719927,0.8014289429625445
2,690.547,3.733081266150775,-2.012450099927402,1.846327249719927,0.7959176066995609
2,708.844,3.729079464697888,-2.0123401949872,1.846327249719927,0.7903781125266975
2,727.047,3.7250210399210557,-2.0125015780715367,1.846327249719927,0.7848666352846345
2,745.266,3.7208988121303643,-2.0118698194589077,1.846327249719927,0.7793520452539726
