Discharge_Cycle,Time(s),Voltage(V),Current(A),Capacity(Ah),SOC
1,0.0,4.199359521791473,-0.0018658918833680202,1.89105229539079,1.0
1,35.702999999999996,3.9856063428093322,-1.9887781149959105,1.89105229539079,0.9944722635258458
1,53.781,3.963247269475152,-1.9925579031657539,1.89105229539079,0.9891810499363967
1,71.922,3.946646656339286,-1.9884911914314525,1.89105229539079,0.9838822337411782
1,90.094,3.9327658674883375,-1.9911517519882598,1.89105229539079,0.9785672609134212
1,108.281,3.9210034107623213,-1.9895026701670675,1.89105229539079,0.9732523063845296
1,126.453,3.910948520305178,-1.9891804633711896,1.89105229539079,0.9679425955090195
1,144.641,3.9017122642421356,-1.9894922964881456,1.89105229539079,0.9626273764557145
1,162.844,3.8932084937588862,-1.9895913673174084,1.89105229539079,0.9573075089366335
1,181.016,3.885713304462956,-1.9903420396049984,1.89105229539079,0.9519946974706668
1,199.219,3.878351900670441,-1.9887881609066695,1.89105229539079,0.9466769776044988
1,217.391,3.8714540177956693,-1.9912126398219325,1.89105229539079,0.9413618422491086
1,235.594,3.8649641455422623,-1.9904495171500083,1.89105229539079,0.9360396801666836
1,253.75,3.858974247080126,-1.988648906995101,1.89105229539079,0.9307360619931456
1,271.984,3.85298258225657,-1.9914553214762813,1.89105229539079,0.9254021422343623
1,290.141,3.84707627403505,-1.989183089783758,1.89105229539079,0.9200968072321939
1,308.359,3.84146224558679,-1.9916954359055012,1.89105229539079,0.9147669253311419
1,326.5,3.8360689481661088,-1.991298908339941,1.89105229539079,0.9094606272944699
1,344.75,3.83098124537761,-1.9895633262888157,1.89105229539079,0.9041270990911998
1,362.906,3.82572805361569,-1.990638331642176,1.89105229539079,0.8988181752306318
1,381.047,3.821010338394366,-1.989083898150898,1.89105229539079,0.8935177796248646
1,399.187,3.8161242921144107,-1.9925365487447766,1.89105229539079,0.888208476280559
1,417.281,3.8114303948594825,-1.9898233020944522,1.89105229539079,0.8829198478104838
1,435.484,3.8067878961142694,-1.9888920166350184,1.89105229539079,0.8776018502497475
1,453.672,3.802088241477477,-1.9906960525421087,1.89105229539079,0.8722834151864459
1,471.812,3.7974006773821705,-1.9863088983140982,1.89105229539079,0.8669907060096499
1,490.203,3.7928170152084433,-1.9911054887460484,1.89105229539079,0.8616118047238447
1,508.344,3.7880450304688424,-1.9904145624115555,1.89105229539079,0.8563078632409998
1,526.625,3.783656243924896,-1.9884645728725237,1.89105229539079,0.8509682258359887
1,544.922,3.779067551532411,-1.9899476792748227,1.89105229539079,0.8456199289620389
1,563.125,3.7744686419711053,-1.9901974712992032,1.89105229539079,0.84029844081224
1,581.406,3.769792490812754,-1.991663730043003,1.89105229539079,0.8349502126887797
1,599.656,3.7652840881962657,-1.9879895744400489,1.89105229539079,0.8296209033257745
1,617.875,3.7608701271122147,-1.991334456911652,1.89105229539079,0.8242916949152419
1,636.047,3.7566195933965263,-1.990607923579951,1.89105229539079,0.8189781737263216
1,654.422,3.7522345767591667,-1.991399826623121,1.89105229539079,0.8136031575832832
1,672.594,3.7478546655965834,-1.9896078138352569,1.89105229539079,0.808292305983013
1,690.812,3.7438199496896547,-1.9884427847728785,1.89105229539079,0.8029711283477287
1,708.937,3.7397570985458977,-1.9878541942452188,1.89105229539079,0.7976786815387757
1,727.266,3.735479343126646,-1.9898950444338717,1.89105229539079,0.7923211726301224
1,745.578,3.731377039141866,-1.9896842518551088,1.89105229539079,0.7869691997704763
1,763.797,3.727517493217626,-1.9925876372896618,1.89105229539079,0.7816366375991591
1,782.109,3.723590680246558,-1.9887943864728936,1.89105229539079,0.7762870583531579
1,800.484,3.719668139066283,-1.9930969025463792,1.89105229539079,0.770907461607891
1,818.797,3.7156445298253615,-1.9921496639327032,1.89105229539079,0.7655485645059206
1,837.016,3.711534686720762,-1.991714370698497,1.89105229539079,0.7602183393702762
1,855.25,3.707697011898119,-1.9907169612125852,1.89105229539079,0.7548863972377832
1,873.578,3.703719645697592,-1.9911171535024053,1.89105229539079,0.7495258904509388
1,891.812,3.6998206421714688,-1.9894439301081124,1.89105229539079,0.74419735800868
1,910.141,3.6961111750296376,-1.9904970344336834,1.89105229539079,0.7388382283277171
1,928.391,3.692126059390509,-1.9883583269364342,1.89105229539079,0.7335079304302865
1,946.719,3.688308358026298,-1.9905997632510652,1.89105229539079,0.7281488165669819
1,965.047,3.684287060061774,-1.988411866044893,1.89105229539079,0.7227955929838159
1,983.391,3.680754715063201,-1.9889963673579556,1.89105229539079,0.7174361211625587
1,1001.766,3.6770395425886577,-1.9909608475453817,1.89105229539079,0.7120622898743132
1,1020.172,3.6733254203770866,-1.9901752254334582,1.89105229539079,0.7066815165920083
1,1038.594,3.669437395245417,-1.9899377460670273,1.89105229539079,0.7012967085251808
1,1056.922,3.6659795480088406,-1.9902810228552728,1.89105229539079,0.6959384527781614
1,1075.203,3.6622887988199766,-1.990218885390398,1.89105229539079,0.6905941045058468
1,1093.687,3.658893612501306,-1.9927533996194053,1.89105229539079,0.6851835287926515
1,1112.0,3.655365938040276,-1.9918746807962913,1.89105229539079,0.6798253713973202
1,1130.328,3.65178859178827,-1.9915670693999241,1.89105229539079,0.6744636533421093
1,1148.75,3.648294653969878,-1.9894490935600153,1.89105229539079,0.6690801675779352
1,1167.125,3.6448721090673004,-1.9913170102294027,1.89105229539079,0.6637053749658256
