SCC,SCV,DVV,ICP,CCDT,CVCT,ACCV C,ACCV D,ECD,ECV,CCD,CCV,SoH
-0.035246,0.015401,0.286383,3.368389,20.007837,10.999947,3.446671,2.756798,179.559293,6.014763,1.075229,0.029941,0.977084
-0.038234,0.014700,0.279005,2.491739,20.008038,10.916757,3.444209,2.762235,179.744198,5.910357,1.076323,0.029398,0.978031
-0.036332,0.015696,0.270082,3.768810,20.008605,10.833483,3.446882,2.751933,179.821882,5.716829,1.076678,0.028384,0.978460
-0.035537,0.015064,0.304813,4.850365,20.007987,10.833530,3.446373,2.751462,179.919825,5.812957,1.077246,0.028769,0.978826
-0.037869,0.015339,0.292031,3.078724,20.008565,10.750005,3.448040,2.751472,180.003440,5.544822,1.077569,0.027598,0.979082
-0.036448,0.014651,0.292735,4.456250,20.008418,10.750115,3.443567,2.743394,180.050322,5.603002,1.077741,0.027790,0.979323
-0.038191,0.015292,0.251620,5.241261,20.008603,10.749478,3.446575,2.752428,180.086238,5.643439,1.077965,0.027953,0.979491
-0.038345,0.014400,0.158278,3.894590,20.008905,10.666732,3.443976,2.756748,180.152230,5.374676,1.078143,0.026761,0.979689
-0.036125,0.015122,0.269179,3.935352,20.008722,10.666758,3.446212,2.744598,180.158270,5.424370,1.078340,0.026899,0.979866
-0.036738,0.014819,0.276646,3.016302,20.009080,10.666753,3.444911,2.752551,180.186784,5.451065,1.078594,0.027091,0.980096
-0.036631,0.014420,0.272031,3.127226,20.008957,10.666717,3.443612,2.772107,180.204862,5.507869,1.078742,0.027227,0.980231
-0.038818,0.014484,0.208797,3.770417,20.008723,10.666700,3.441384,2.752436,180.229323,5.525597,1.078895,0.027338,0.980319
-0.035563,0.014311,0.238021,3.265449,20.009008,10.583502,3.442323,2.752184,180.196434,5.230378,1.078944,0.026013,0.980377
-0.035494,0.014363,0.292568,3.364489,20.008883,10.583477,3.442487,2.755995,180.204379,5.225587,1.078938,0.026024,0.980406
-0.036780,0.014698,0.272968,4.076281,20.009180,10.583505,3.444472,2.755048,180.188535,5.222956,1.078989,0.026055,0.980424
-0.037800,0.014867,0.228840,5.556241,20.008643,10.583308,3.446546,2.757331,180.191093,5.239199,1.079088,0.026085,0.980482
-0.036035,0.014456,0.289770,3.526443,20.008818,10.583297,3.444366,2.766158,180.182779,5.259814,1.079133,0.026127,0.980551
-0.035036,0.014639,0.223939,7.992332,20.008745,10.583403,3.443813,2.752194,180.179075,5.253226,1.079134,0.026087,0.980502
-0.035100,0.014098,0.278704,4.348746,20.008845,10.583557,3.443243,2.755345,180.195972,5.268724,1.079217,0.026176,0.980609
-0.037440,0.014389,0.217756,2.939631,20.008887,10.583398,3.442873,2.740529,180.190086,5.276396,1.079239,0.026198,0.980629
-0.037282,0.014177,0.275759,3.565413,20.008725,10.583275,3.442913,2.747132,180.180621,5.277819,1.079226,0.026201,0.980659
-0.036138,0.014897,0.223908,3.694081,20.009015,10.583613,3.445836,2.740368,180.188413,5.283520,1.079294,0.026223,0.980670
-0.038104,0.014230,0.287320,2.810394,20.008645,10.583363,3.443877,2.753247,180.187029,5.286881,1.079274,0.026197,0.980652
-0.036622,0.013863,0.232526,3.284014,20.008857,10.583377,3.440195,2.744458,179.935497,5.278223,1.078027,0.026197,0.980638
-0.036026,0.014239,0.254749,3.628185,20.008448,10.583440,3.442653,2.746636,180.151102,5.277132,1.079255,0.026214,0.980657
-0.036470,0.014034,0.274751,4.396688,20.008885,10.583523,3.442924,2.752787,180.128531,5.282943,1.079274,0.026209,0.980664
-0.036987,0.014135,0.249435,4.265352,20.008808,10.583372,3.443276,2.746423,180.140062,5.292992,1.079276,0.026214,0.980664
-0.038425,0.014639,0.208684,2.897516,20.008233,10.583292,3.445161,2.745704,180.160493,5.298051,1.079343,0.026254,0.980710
-0.039395,0.014019,0.265405,4.081350,20.008567,10.583370,3.443114,2.743282,180.181374,5.317543,1.079366,0.026285,0.980732
-0.036265,0.014401,0.246539,3.976828,20.008685,10.583373,3.446041,2.745132,180.160438,5.303068,1.079362,0.026270,0.980739
-0.035599,0.014368,0.257970,5.809840,20.008777,10.583273,3.442397,2.756201,180.144309,5.318727,1.079414,0.026286,0.980751
-0.037371,0.014227,0.275690,3.897040,20.008792,10.583330,3.442959,2.751644,180.120610,5.328689,1.079442,0.026339,0.980800
-0.037420,0.014163,0.288787,5.806915,20.008613,10.583368,3.443431,2.736993,180.131070,5.306169,1.079450,0.026352,0.980814
-0.036936,0.014664,0.267330,3.198700,20.008483,10.583398,3.445663,2.743398,180.118227,5.333491,1.079440,0.026360,0.980814
-0.037066,0.013782,0.272322,3.541518,20.008377,10.583348,3.441115,2.750457,180.111954,5.329577,1.079477,0.026352,0.980824
-0.036230,0.014918,0.248321,4.027691,20.008443,10.500010,3.446040,2.749421,180.114299,5.024074,1.079512,0.025036,0.980868
-0.034902,0.014848,0.285559,2.437086,20.008490,10.500062,3.445687,2.751368,180.097365,5.038512,1.079562,0.025039,0.980871
-0.036136,0.014221,0.255754,3.406832,20.008380,10.500063,3.442158,2.736302,180.070066,5.023096,1.079537,0.025050,0.980885
-0.036646,0.014004,0.268588,4.066365,20.008550,10.500118,3.442802,2.744262,180.054088,5.028434,1.079520,0.025014,0.980845
-0.035594,0.014707,0.216566,5.014843,20.008515,10.500092,3.444468,2.746148,180.053651,5.034977,1.079517,0.025022,0.980952
-0.035361,0.013887,0.257106,3.700169,20.008430,10.500092,3.441068,2.745230,180.005243,5.022772,1.079469,0.024962,0.980880
-0.033911,0.014406,0.243178,3.344822,20.008625,10.500125,3.443113,2.735769,179.957605,5.004199,1.079452,0.024931,0.980777
-0.035798,0.014812,0.272321,3.509380,20.008363,10.500140,3.443365,2.742997,179.968429,5.002147,1.079405,0.024897,0.980722
-0.036313,0.014831,0.265280,3.905625,20.008765,10.500052,3.445328,2.748409,179.948547,5.000137,1.079384,0.024890,0.980735
-0.034605,0.014593,0.248612,3.463043,20.008567,10.500058,3.444172,2.740728,179.940034,4.998392,1.079380,0.024876,0.980724
-0.035338,0.014815,0.282671,4.282787,20.008727,10.499958,3.444834,2.751225,179.901695,5.003691,1.079345,0.024841,0.980669
-0.038000,0.014931,0.205712,10.432882,20.008537,10.500103,3.444584,2.739680,179.906065,4.990518,1.079298,0.024803,0.980632
-0.034631,0.014280,0.243742,4.640514,20.008507,10.500047,3.443380,2.750417,179.908040,4.983385,1.079340,0.024791,0.980673
-0.034161,0.014903,0.254623,4.756620,20.008592,10.500050,3.445836,2.749453,179.876006,4.988870,1.079321,0.024796,0.980669
-0.037661,0.014363,0.268150,3.065609,20.008510,10.500193,3.444829,2.740577,180.002029,5.005922,1.079482,0.024884,0.980795
-0.035213,0.013442,0.216548,13.362882,20.008627,10.500105,3.440205,2.752952,180.130878,5.054904,1.079658,0.025037,0.980993
-0.039678,0.014641,0.250760,3.910433,20.008268,10.500097,3.444693,2.741199,180.240413,5.094653,1.079845,0.025167,0.981130
-0.040666,0.014096,0.244679,3.976366,20.008590,10.500105,3.442961,2.751437,180.279630,5.103581,1.079907,0.025241,0.981223
-0.035066,0.013596,0.204301,3.503756,20.008497,10.500182,3.441600,2.740490,180.171126,5.052123,1.079841,0.024961,0.980940
-0.034780,0.014075,0.273059,3.683888,20.008883,10.500077,3.442699,2.745803,179.871106,4.998119,1.079370,0.024819,0.980724
-0.035716,0.014374,0.224216,4.321085,20.008702,10.500155,3.442499,2.744132,179.803101,4.960689,1.079281,0.024701,0.980608
