Cycle,SCC,SCV,DVV,ICP,CCDT,ACCV_C,ACCV_D,CVCT,ECD,CCD,ECV,CCV,SoH
1,3.84311051207186e-08,0.0,-4.665818792798547,4.531087304769099,2660.9891,4.050812098260462,4.0246035161545,5034.906,3.607662636786694,0.8964039502607193,5.418995857238766,1.290236830711365,0.905263743449732
2,2.82169998562095e-07,-1.909841036973526e-08,-4.703709192746312,7.077160873801345,2660.989,3.787677541333895,4.025273071922457,3869.943,3.608270645141602,0.8964058115961959,2.566755294799801,0.641688704490661,0.9052511588814331
3,1.95378405793083e-07,2.493372227184685e-08,-5.07716496610476,6.987053112076063,2661.0008,3.787560296843989,4.025225295368729,3863.0857,3.608249664306705,0.8964057526318352,2.566421508789062,0.6416047811508181,0.9052562713623054
4,2.301954570195928e-07,1.685755623805254e-08,-4.825973860746446,7.163305074382859,2660.9889,3.787466042427782,4.025274196663448,3861.074,3.608272552490199,0.89640545018483,2.56733322143554,0.6418323516845699,0.9052601057229589
5,2.582445609773748e-07,-2.918555766468282e-08,-4.785474523623051,7.501123326559759,2661.0269,3.787385066946814,4.025215047488211,3863.9655,3.608253479003892,0.8964078893477564,2.566070556640625,0.6415154933929441,0.9052634484989135
6,1.056906042088105e-07,-3.920427655690518e-08,-5.275611004300874,6.639839585519562,2661.0301,3.787249156790367,4.025200705128955,3861.7164,3.608222961425795,0.8964046602195593,2.566795349121094,0.6416996717453012,0.9052529285863505
7,1.605126291965348e-07,1.963060232823701e-08,-5.14612360694968,7.597071449737075,2661.0067,3.787119284786315,4.025150368279011,3862.1896,3.608177185058793,0.8964053316158244,2.565994262695298,0.6414990425109861,0.9052636451327919
8,2.766365838036821e-07,-3.58347990292328e-08,-5.156538611579359,6.721977275914561,2661.0185,3.787057079856931,4.025156487211714,3852.2431,3.608192443847003,0.8964055899123192,2.566780090332003,0.6416957378387451,0.9052707239524599
9,1.595275154692896e-07,1.981483831872151e-08,-4.779229850584535,6.991096072713932,2661.03,3.786938870534634,4.02515089722267,3862.3764,3.608184814453011,0.896405622537713,2.567108154296903,0.6417779922485349,0.9052611872092969
10,1.05340195262371e-07,-1.914601786687029e-08,-4.727809196052726,6.681598649332771,2661.0327,3.786867684604719,4.025263773065467,3860.3202,3.608276367188012,0.8964036102697722,2.567031860351591,0.6417582035064688,0.9052708222694
11,1.819328133104563e-07,-3.70088007787074e-08,-5.04691021566701,6.91288812044868,2661.0112,3.786816022780423,4.025299012817658,3852.4434,3.608306884765,0.8964041057915896,2.567169189453097,0.6417901515960702,0.9052627602803341
12,1.832611910010736e-07,-1.623004954189224e-08,-4.716053239858557,6.716955763441718,2661.0073,3.78671555685635,4.025258899227461,3848.7663,3.608291625975994,0.896406043349998,2.567550659179688,0.6418865919113161,0.9052651198868907
13,4.001391425563368e-07,-6.968940469502986e-09,-4.917761974879133,6.82022024345755,2661.0351,3.786724301083147,4.025154793750421,3865.9104,3.608184814453011,0.8964057960547502,2.564544677734375,0.6411366462707517,0.9052744599961753
14,3.914167801375423e-07,-3.288772980221848e-08,-5.064317426950854,6.88431310902014,2661.0115,3.786601052509682,4.025094669920763,3863.967,3.608139038085994,0.8964063863386397,2.564956665039006,0.6412400007247918,0.9052572545317031
15,1.916403421586438e-07,-1.080021529975575e-08,-4.389149188267822,7.052285590714873,2661.0151,3.78638567819487,4.02509871256159,3863.187,3.608139038086023,0.8964058220735747,2.568954467773494,0.6422394514083858,0.9052707239524599
16,2.957383399279622e-07,-4.077938739888868e-09,-5.138155098243106,7.183114205694531,2661.0237,3.786482966187058,4.025095069403941,3858.7206,3.608139038085994,0.8964062417508106,2.57073974609375,0.6426857709884639,0.9052629569142145
17,1.942950236321738e-07,-4.069062081040634e-08,-4.646998060519204,6.840713127398277,2660.9912,3.786544435584966,4.025107541628837,3878.857,3.608123779296989,0.8964055756223387,2.57000732421875,0.6425042152404787,0.9052710189032804
18,8.968068286815918e-07,-4.108902150492327e-08,-4.740192107394982,7.43116100476636,2661.0013,3.786567804279218,4.0249800340063,3870.2599,3.608032226563012,0.8964049668866211,2.571960449218693,0.6429924964904781,0.9052659064224083
19,1.769664331986382e-07,1.10844951094384e-09,-4.965848693249074,6.933851092308546,2661.0117,3.786539580822075,4.024949024460435,3871.6553,3.608001708984034,0.8964049924688882,2.572082519531307,0.6430202722549441,0.9052784909907072
20,2.826688882140691e-07,4.075454633983041e-09,-4.77697278387892,6.786384472780444,2660.9979,3.78648673080637,4.024975134858863,3861.0726,3.608001708984034,0.8964059333375192,2.57147216796875,0.6428674459457389,0.9052631535480928
21,2.067830045045647e-07,2.349288766887202e-08,-4.769556119123184,6.985740358035701,2661.006,3.786452335662743,4.024892883375987,3876.7434,3.607940673828011,0.8964053786476139,2.5740966796875,0.6435186862945548,0.9052635468158516
22,4.34361124396971e-07,6.72329822067791e-09,-4.852253185066722,7.288957457644201,2661.0197,3.78640257181201,4.024925361035956,3865.309,3.607971191406023,0.896403389313491,2.5745849609375,0.643651008605957,0.9052559764114845
23,2.141944276463007e-07,-3.199656811871443e-08,-5.078116115531906,6.868754070353345,2661.0055,3.786368448433008,4.025079726367081,3859.8147,3.608093261718977,0.896404664410511,2.57525634765625,0.643813967704773,0.9052666929579278
24,2.245957484122842e-07,1.008358248261077e-08,-5.165891706500775,6.850439806690852,2661.0155,3.786381983227349,4.024918743599818,3877.6543,3.607971191406023,0.8964047159533944,2.575836181640568,0.6439628601074221,0.9052640384005527
25,1.291220042125344e-07,-2.307774813076853e-08,-4.583309934859348,7.01220049644316,2661.0166,3.786390698749253,4.024831467985525,3874.1634,3.607879638671989,0.896403937018476,2.572204589843693,0.6430497169494629,0.9052758364333321
