Cycle,SCC,SCV,DVV,ICP,CCDT,ACCV_C,ACCV_D,CVCT,ECD,CCD,ECV,CCV,SoH
1,-0.005708859673647824,1.938341569582987e-08,-4.296596201345717,0.3159692667801559,2774.824,4.198937177658081,4.023456288260067,4747.8511,3.804043889860626,0.9454639963223599,3.839649313129485,0.9142016647383571,0.9643962702800309
2,8.206038865821905e-05,-1.472110594329563e-08,-4.949680225390471,7.454612832739707,2776.6118,3.77942308320188,4.024329446304437,7854.9133,3.8048915863037,0.9454660416813572,2.79571533203125,0.6989278793334961,0.9643752304549073
3,9.192830060036452e-05,-2.879504141936683e-08,-4.669838267323001,7.792454625922629,2776.9222,3.778794085130439,4.024359358567141,7484.983,3.804904937744098,0.9454639432951807,2.778182983398438,0.694544792175293,0.9643945988920538
4,7.573238865203898e-05,3.4857630226393e-09,-4.364200731293476,7.840517783150407,2773.8616,3.778749777885121,4.024461980768153,7523.7598,3.8049926757812,0.945461711613461,2.766910552978516,0.691726922988892,0.9643868318538084
5,8.472577275553164e-05,-2.295307318368481e-08,-4.636164953833579,7.833320766176462,2777.0577,3.778639459629315,4.024413907557951,7541.1204,3.804969787597699,0.94546236624592,2.770355224609375,0.6925868988037109,0.9643850621488907
6,8.410442325729493e-05,-6.455214676102078e-09,-3.956347505974175,7.889819830144263,2773.8964,3.778368228371566,4.024569925359778,7534.5891,3.80510711669919,0.9454649747349323,2.766220092773438,0.6915552616119389,0.9643805395696579
7,9.330048111056728e-05,-2.528128997786642e-09,-3.974047462108771,7.709670371056387,2777.9353,3.778105906410691,4.024612171866989,7638.8131,3.805160522460994,0.9454658080067022,2.777961730957003,0.6944901943206792,0.964405315438497
8,7.473891028737463e-05,5.243353243867232e-09,-5.313815982364874,7.892678586112012,2776.0106,3.778187009111642,4.024629970177032,7548.124699999999,3.805183410643991,0.9454619044554421,2.766754150390682,0.691687822341919,0.9644036440505197
9,7.424930264003104e-05,-4.45382782610212e-08,-3.891908993619466,7.639300570107334,2778.4628,3.777811127295206,4.024700803636647,7729.8998,3.805252075195,0.9454654610599393,2.780410766601591,0.6951026916503911,0.9644065935587155
10,9.120587779327152e-05,3.748726413687354e-08,-4.38683136640788,7.747205806800872,2777.525,3.777715501078577,4.024780210808654,7422.1069,3.805313110352017,0.9454662704374646,2.770767211914006,0.692691564559937,0.9644088548483299
11,8.619593571348274e-05,-1.478598472738499e-08,-4.903281062662831,7.788966469977681,2778.6432,3.777627763167478,4.024800120240493,7691.45,3.805328369140994,0.945465235214215,2.774246215820284,0.6935596466064462,0.9643909611652806
12,8.258171149744958e-05,2.535593236209508e-09,-4.510350207998031,7.650921739654771,2781.2101,3.777800402513739,4.024742528769425,7146.1825,3.805297851562983,0.9454644696379549,2.758438110351619,0.6896097660064702,0.9643983349357692
13,7.816653058138686e-05,1.078676550598048e-08,-4.841898446215064,7.903319554802396,2779.8323,3.777675729336646,4.024776896312485,7470.773300000001,3.805297851562983,0.9454638878523841,2.760925292968722,0.6902344226837163,0.9643839806625526
14,8.257449034916463e-05,2.687924455139467e-08,-4.679094847367968,7.662115760105324,2777.3237,3.77762736257399,4.024732580284456,7300.0002,3.805282592772983,0.9454634788562544,2.761871337890682,0.69046950340271,0.9643921409685587
15,8.130149922129611e-05,9.3836665022307e-09,-4.867355119866374,7.486034491056836,2777.824,3.777582206427568,4.024776177339392,7596.9404,3.805297851563012,0.9454644249053674,2.765838623046875,0.691460132598877,0.9643850621488907
16,7.986822689189269e-05,-2.273605367949597e-08,-4.760184798596272,7.675312130538352,2778.0943,3.777524717901335,4.024727431818736,7298.5107,3.805267333985,0.9454652377171443,2.76446533203125,0.6911149024963379,0.9643990231543466
17,8.617271558286831e-05,-3.45195153676239e-09,-4.649439602240187,7.532707249770843,2777.1289,3.777492004794817,4.024741724524922,7597.4542,3.805297851561988,0.9454654853907418,2.767730712890568,0.6919283866882329,0.9643991214712867
