Cycle,SCC,SCV,DVV,ICP,CCDT,ACCV_C,ACCV_D,CVCT,ECD,CCD,ECV,CCV,SoH
1,-1.536448607397863e-07,-2.708222789153584e-08,-4.989268121485167,7.124001681373152,2689.7556,3.928602269534901,4.027334190132626,5387.7462,3.649022921104916,0.9060643780685496,5.732501029968262,1.364880084991455,0.9134050742867073
2,3.192528868133503e-07,3.3110290125703e-08,-4.822854076466399,7.487848454416867,2689.793,3.790029465531418,4.028295618413063,3758.7861,3.649888992309602,0.9060637355723887,2.498224258422852,0.6245553493499763,0.9134045827020083
3,2.050084501575028e-07,-4.835899321597201e-08,-4.375433198000001,7.554200149981975,2689.7124,3.789898908541366,4.028265588924106,3771.5883,3.649864196777294,0.9060641606338324,2.499008178710938,0.624751091003418,0.9134118581555547
4,2.482652584779623e-07,-3.079770451433315e-08,-4.649115125099677,7.335449342699137,2689.7539,3.789797032983415,4.028329518593541,3762.3398,3.649929046630902,0.906065047602169,2.497486114501953,0.6243709325790412,0.913412546374134
5,2.625255995130039e-07,-9.885481402668672e-09,-4.535529901003567,7.152319797495151,2689.7029,3.789673989172554,4.028396597585462,3762.4165,3.649978637695298,0.9060637170332487,2.496673583984375,0.6241681575775151,0.9134139228112929
6,1.909611022850401e-07,1.994336946303876e-08,-4.836680642755835,7.064257230875766,2689.7388,3.789518566032123,4.028473746151962,3741.8459,3.650062561035199,0.9060667626617943,2.494926452636719,0.623730778694153,0.9134068439916249
7,2.167551940029432e-07,-8.598069153742792e-09,-4.144482235256989,7.007805030794259,2689.7348,3.789477635330816,4.02845876892895,3743.4577,3.650047302246392,0.9060649832827036,2.489273071289105,0.622318744659424,0.9134075322102021
8,1.345817626193366e-07,-1.675488943101962e-08,-4.591416209154612,6.88877792805301,2689.6786,3.789332363382125,4.02841756495345,3742.4351,3.650009155272997,0.9060666309087535,2.487762451171903,0.6219376325607298,0.9134143160790517
9,7.679135650400263e-07,1.299515461970307e-08,-4.637944283019127,7.241911995486976,2689.6931,3.789217000724157,4.028425099370383,3742.7327,3.650024414063012,0.906064504117239,2.488616943359375,0.6221560239791872,0.9134064507238641
10,1.888415011544792e-07,1.043886114193865e-08,-4.555240875413086,7.557599869190868,2689.6827,3.789008350009276,4.028333840871646,3745.6813,3.649932861328978,0.9060632393811833,2.488388061523381,0.622099757194519,0.9134029113140311
11,5.625499616904652e-07,-2.885415768971229e-08,-4.317863087890338,6.751610728561145,2689.7037,3.78897491956415,4.028295716846003,3734.8239,3.64990234375,0.9060660474933685,2.492980957031193,0.6232453584671029,0.9134238528222144
12,8.248057943739331e-08,-2.276220822520642e-08,-4.478566114845187,6.788389409306086,2689.7133,3.788983674399572,4.028277497183475,3749.8054,3.649871826171989,0.9060647446312937,2.492034912109318,0.623008728027344,0.9134013382429939
13,1.55302019214068e-07,-1.489393023845384e-08,-4.531350411821971,8.007990141229051,2689.6728,3.788924136875588,4.028260423897014,3745.8177,3.649856567382983,0.9060639405506659,2.49365234375,0.623410820960999,0.9134108749861568
14,7.432303542027116e-07,-4.255189820421171e-08,-4.921628656517758,6.943029276970219,2689.6997,3.788905227375496,4.028256625767669,3737.2056,3.649871826172017,0.9060651460604277,2.492263793945398,0.6230648756027231,0.9134197235107423
