SCC,SCV,DVV,ICP,CCDT,CVCT,ACCV_C,ACCV_D,ECD,ECV,CCD,CCV,SoH
-0.0003708386622214,5.86362460157013e-05,0.130112173619267,8.25044228258403,3714.91429338467,2329.5751689985,3.96356732408265,3.64969137398871,4.14391869359456,11.4162439207149,1.1349380964438,0.113934147219086,1.0
-0.0003898062340714,5.91058322973508e-05,0.137959150700458,8.6540829001086,3681.85188755629,2250.46682002684,3.95902592779824,3.64088991165161,4.10313099613909,11.0283421534517,1.12480033023872,0.109663386321613,1.0
-0.0003917545884511,5.95906309931337e-05,0.143251942231802,8.61102408925673,3680.97659443151,2239.49818088814,3.95716803106247,3.64311607170105,4.10472693252683,10.9747384731626,1.12447400991945,0.108911348271982,1.0
-0.0003903101234802,5.96668844634709e-05,0.14114473122861,7.38349498388382,3678.60147989027,2230.98286683542,3.95755839455721,3.64203541946411,4.10165708102147,10.9326647323562,1.12375852548927,0.10891686117092,1.0
-0.0003861937951429,6.4494602486508e-05,0.149892904122675,7.71860695787383,3665.91923431706,2257.12324681051,3.94798644743354,3.65742640726028,4.09973417288007,11.0613113101725,1.1198546749788,0.109336226408582,1.0
-0.0004246990529167,6.50359711233999e-05,0.16211179637153,6.27615611233391,3662.0947662559,2078.30163912212,3.94379602251826,3.66241811552355,4.10202663259507,10.1865971687571,1.11867386713756,0.101866303184302,1.0
-0.0003918311352173,6.53653147675694e-05,0.164920864522086,6.6903031640653,3641.95394747332,2038.22531497115,3.94265796794548,3.6635950580845,4.07822118819933,9.99028045278643,1.11253733741259,0.100469999380855,1.0
-0.000407856974,6.4841568086697e-05,0.168228631631523,6.78415187225573,3602.14991272132,2156.12415059611,3.94689384403579,3.6494470795647,4.02082849082039,10.56600197957,1.10042600182153,0.105470347750656,1.0
-0.0003689412639292,6.4346248785367e-05,0.16779772484391,6.17099573233237,3588.27492417062,2149.43681901316,3.94909124683451,3.6456455715367,4.00521157125644,10.5330030185145,1.0961592713673,0.105291026356443,1.0
-0.0003768248632979,6.42866965688563e-05,0.169849085019646,6.45073290820358,3577.54062428746,2138.98390812795,3.94939183412596,3.65156149864197,3.9941194506246,10.4819509577408,1.09288930205143,0.105246596742812,1.0
-0.0003739788139625,6.4530207733675e-05,0.17125936208162,6.16853307110904,3563.72795430379,2133.780599572,3.95046815650408,3.64654118364507,3.97710709149742,10.4562960674706,1.08865410547126,0.104852953334378,1.0
-0.0003892662309123,6.43025257262065e-05,0.173367955894631,6.06305676545552,3584.31148572247,2100.97085648694,3.95160329119067,3.65485556790086,4.01194949510978,10.2969216378811,1.09491908355774,0.104481974076932,1.0
-0.0003976641347017,6.52404598041445e-05,0.178945367757514,5.75836225782239,3591.01718975022,2013.8491718321,3.94587378128333,3.66092598242838,4.02414326682154,9.87051742834714,1.09698483370619,0.0995837080575051,1.0
-0.0004109249572622,6.54915200553847e-05,0.182156993714889,6.10023953502784,3591.61276051582,1980.36624056997,3.94340025664474,3.66310320916723,4.02691752303018,9.70654369116768,1.0971366176685,0.0985230109814734,1.0
-0.0004173138781438,6.58224245582321e-05,0.181506571304457,7.94245627177303,3590.36365782758,1957.85170222286,3.94346612637196,3.66394326335094,4.02676343964077,9.59649610895669,1.09673549798841,0.0976421116396382,1.0
-0.0004142203007312,6.59456749769258e-05,0.187406153462047,5.57637531305478,3588.94297371566,1946.22736485742,3.94281822060226,3.66448955262294,4.02619971667648,9.53977636124121,1.09629100747969,0.0968214355826092,1.0
-0.0004240975809718,6.60392963978003e-05,0.184885956191984,5.81099673158312,3586.11731909993,1932.22881453275,3.94098759025609,3.66512890331081,4.02454923915772,9.47181924734957,1.0954083329719,0.096460567921514,1.0
-0.0004235002122126,6.62166928641e-05,0.187285141681484,5.53334147240656,3584.55519045467,1912.97934957317,3.94141454652909,3.66549973995959,4.02362217141653,9.37738585297024,1.09493172259617,0.0954775808460511,1.0
-0.0004379009385088,6.63510646086388e-05,0.186736325669289,5.58200755686786,3581.85225876726,1907.43243272463,3.94127024423092,3.66517010477723,4.02100379031882,9.34991370764451,1.09411160617628,0.0956800843882727,1.0
-0.0004363790061958,6.64393038350689e-05,0.189665994684884,5.52908321895679,3579.4773305303,1899.68278597546,3.94120032306111,3.66496409158238,4.01875706732996,9.31225225055093,1.09337865434631,0.0951882061356707,1.0
-0.000439021396411,6.65321775050048e-05,0.18999676115554,5.61467919390456,3577.30622046604,1892.15202187412,3.94116758644034,3.66480723560834,4.01682143672776,9.2754835011328,1.09272635685138,0.0949504888670477,1.0
-0.0004401347880714,6.66440109128404e-05,0.190633768100633,5.32970365244479,3575.15065058763,1889.02728875272,3.94108428320753,3.67259293548332,4.01482411946501,9.26007899885631,1.09206973817776,0.0948357446094389,1.0
-0.0004348789816823,6.65575195413749e-05,0.192669018973868,5.45372905848883,3573.60488144527,1883.34014212343,3.93981998087624,3.67271757125854,4.0136029874714,9.23260151827656,1.09158752288622,0.0943053285583634,1.0
-0.0004429418844057,6.66539188997837e-05,0.18879488627322,5.36816513468987,3572.10516418843,1873.01310908451,3.93951284940342,3.67285694957765,4.01238962729696,9.18198512786465,1.09110076995886,0.0941108284567726,1.0
-0.000440548706082,6.67796776423898e-05,0.18985735512623,5.86094045505362,3569.33969218133,1867.99697651377,3.93947249074136,3.6722712910865,4.00953624752697,9.15720244443816,1.09028610503575,0.0938927260013224,1.0
