SCC,SCV,DVV,ICP,CCDT,ACCV_C,ACCV_D,CVCT,ECD,CCD,ECV,CCV,SoH
-0.00015273145703838,0.000215857184058002,0.344528375474169,2.75096389677493,3290.532,4.14419005461697,3.53519723421266,6787.14,6.48018437046418,1.83628774403854,2.29095495415653,0.545605082422834,1.0
-0.000147428434601079,0.0001209836084183,0.135473904679031,7.43793215588481,3270.265,4.01197082873823,3.54401829647891,6949.906,6.45458580151788,1.82457267980812,2.3583285319127,0.561650903706352,0.99363398366434
-0.000134420173280848,0.00012705307146226,0.154394660570688,6.84629657921908,3244.766,4.00134611690153,3.55250211475484,7412.297,6.41847794499282,1.81002711139707,2.35849773264316,0.56168408068293,0.991696689585979
-0.000134496586051219,0.000126349814958016,0.14096344836247,6.84544273890768,3267.187,4.00177592708012,3.53891971043222,7409.156,6.43721065351193,1.82252996818044,2.35930364541616,0.561870573801226,0.986883635041227
-0.000145197117244462,0.000118162760136448,0.153221405255238,6.49588306962487,3239.344,4.01303840403475,3.55689439352164,7074.266,6.41953082433556,1.80816787137109,2.36288501984869,0.562719445687287,0.987976140435713
-0.000147088372550569,0.000144896912101272,0.185607440823674,4.95210605053392,3262.516,3.98003265256,3.54776181255853,6879.844,6.44551674411695,1.82036026844729,2.26918931312466,0.540389442443246,0.985727454628979
-0.000149255917709596,0.000145574178905986,0.17069698097481,5.14091690647801,3229.625,3.97960520140265,3.55508779286063,6868.75,6.39376129658723,1.80198013464569,2.28773852256632,0.544843969778335,0.981777224345052
-0.000145283920457088,0.000144396282214188,0.170047507577181,5.73881235123863,3198.25,3.98158069387096,3.5595360065379,6964.828,6.34230086294407,1.78520518027099,2.28220860730991,0.543508338910024,0.978525922874429
-0.000145268779202335,0.000144919330597222,0.173530532432835,5.1771108028361,3218.218,3.98285488110888,3.54653078345191,7004.516,6.35607758087345,1.79585458708642,2.30246186162667,0.548317613620014,0.972665043062706
-0.000133402795306424,0.000115086427718227,0.165074654137129,5.6382598391072,3231.672,4.0172053106599,3.5537756823173,7551.359,6.39587356676917,1.80323201317081,2.40530271325293,0.57282812239859,0.982800963475251
-0.000144160429611656,0.000144874299631611,0.184221811247141,5.03238184932408,3202.219,3.98142510932226,3.56055883280804,7035.109,6.34861901937513,1.78651168401767,2.29589891566955,0.546770809567137,0.976884601474047
-0.00014841409141408,0.00014450726010725,0.191952845673882,4.88408923418588,3168.938,3.9821755715497,3.5636510214239,6853.234,6.28759162537023,1.76782644744156,2.27072895694398,0.540759427857422,0.972877218348857
-0.000149154470698694,0.000143907958763519,0.174162270288264,5.42127819836946,3184.906,3.9839654636293,3.54824982837586,6838.922,6.29152939707263,1.77676933608187,2.28014617217635,0.543023236056714,0.965412391028876
-0.00014382824050809,0.000143101927596853,0.195418684721744,5.06374866993536,3150.781,3.98678471362123,3.55358695087463,7025.312,6.23228827897104,1.75734747121503,2.29806637873616,0.547275076017587,0.961437399668091
-0.00012211061525413,0.00011811810761138,0.163587326682773,5.39376918376894,3165.078,4.01425071979574,3.55022399242389,7856.766,6.25869455404855,1.76661487212601,2.34302610647775,0.557990967680094,0.960072383959246
-0.00014300000223353,0.00014385696035373,0.18521258044467,5.24853662667446,3137.75,3.98666518322819,3.55589187943777,7077.625,6.21425651872723,1.75117319070152,2.30196804412798,0.548207269366434,0.954827343988011
-0.000138853841315801,0.000143906822565554,0.188576763298215,5.18805753539069,3144.563,3.98683836695136,3.54741789337246,7179.422,6.20902714186646,1.75402724931898,2.28431951597352,0.543996958623516,0.953437244948851
-0.00014802415073363,0.000144162844222293,0.19787045685672,4.72683851506565,3107.391,3.9883981858925,3.55165172291408,6864.90700000001,6.14289183442299,1.73329963071434,2.28632262982149,0.544437644912703,0.945351054693851
-0.000148592755909233,0.000143214861209832,0.209806415320656,4.53209098801387,3073.125,3.99092918641792,3.55306111021005,6911.25,6.07622898723719,1.71378572524688,2.32059795014692,0.552649139059215,0.941356057125307
-0.000128296071615094,0.000122618031283288,0.186080320187841,5.6090184977211,3089.282,4.01240438327653,3.54230659509197,7664.734,6.08992256800998,1.72300063010564,2.37906429698378,0.566575248997934,0.936744204248263
-0.000134066271653426,0.000145899097465928,0.204026143773262,4.65645694841539,3045.297,3.99212196935285,3.55062181832073,7386.781,6.01979203675106,1.69913349456322,2.34503949734631,0.558470102883439,0.933429894181154
-0.000185604437900836,0.000145479671801137,0.205790556409681,4.51914346552539,3004.329,3.99405419205419,3.55066559834065,5877.75,5.93848430509078,1.6761562091037,2.30506687657962,0.548897908710131,0.921073221276257
-0.000151703400630639,0.000145239228672104,0.203905575359329,4.49732948015175,3019.781,3.99572891571265,3.54431990215566,6843.657,5.95776696957974,1.68475833010071,2.35782648783394,0.561506386473195,0.922623065273362
-0.000135184686527331,0.000145601645212374,0.210988817066891,4.42291633245879,3034.375,3.99727694126347,3.53362351333843,7399.359,5.96707094207362,1.69254813039021,2.37240826127363,0.564960662894395,0.920484084102978
-0.000139873852474076,0.000115389152410196,0.178213701202793,5.23676523375668,3097.078,4.02940699918821,3.54165432606258,7410.328,6.10669396020274,1.72810634572316,2.46623699397187,0.587322320314626,0.942983257900657
-0.00014345570061031,0.000145971997343818,0.200800118457039,4.67156742929327,3055.86,3.99119255898644,3.55167317973129,7159.781,6.04369518772846,1.70535770290613,2.37372255315006,0.565300692429593,0.934105386440809
-0.000152726620068312,0.000146216595448185,0.210536357913867,4.49281290202611,3015.813,3.99064266168611,3.55797132366591,6853.672,5.97380555937969,1.68269961904446,2.35691160421978,0.561266850926563,0.928424331868896
-0.000148591877382451,0.000144944406142577,0.213594333313068,4.42896050619072,3029.75,3.99275749313923,3.54486957646388,6928.60900000001,5.97904463808018,1.69051693487666,2.33489244514381,0.556016026881297,0.922825944518292
-0.00014435343964689,0.000145373114742951,0.209414879516203,4.37967657412778,2985.485,3.9948524087012,3.55054217791621,7053.312,5.9012069680167,1.66582224954785,2.34211968567769,0.55772277924275,0.916045117993581
-0.000132023662159004,0.00012547294189672,0.177253621507276,4.86980999698136,2997.719,4.01557517263881,3.54013293844792,7532.359,5.90684010889823,1.67247569959325,2.39886078470632,0.571248413234974,0.913225075700557
-0.000139330604595505,0.000146389661858195,0.223296836248551,4.21756752634644,2953.422,3.99777497709095,3.5465715418973,7249.781,5.83112153949698,1.64800108448019,2.37368090844003,0.565261704753618,0.906683886225544
-0.000138209134947562,0.000146709981603976,0.224233568908573,4.21945644610861,2966.422,3.99932019019688,3.5370428469319,7290.328,5.84085784555129,1.65537080443184,2.37537702805186,0.565681692227238,0.904028557907886
-0.000153537370501319,0.000147986047249707,0.227131534234019,4.13275627057357,2931.281,3.99971502518528,3.53180331232054,6788.141,5.76088489716534,1.63522473671223,2.38057709035701,0.566910240960218,0.893363029043449
-0.000125302439572446,0.000127679603749453,0.206246654822138,4.59282578311326,2892.563,4.02164159221446,3.54195761912794,7861.25,5.7017459363459,1.61368769301094,2.46349789603679,0.58662712803138,0.888528376645957
-0.000131693166309561,0.000149994932348184,0.241308515756515,4.05002449169576,2884.859,4.00250308352349,3.53350459470866,7569.344,5.67196583909586,1.60933614165907,2.42514832469914,0.577495800702977,0.883431890020335
-0.0001440990851709,0.000151451184360839,0.23641110980239,4.04123809566957,2854.938,4.00382860226489,3.53467569008281,7107.641,5.61699469766571,1.59311335994124,2.41232968630019,0.574427739585882,0.877436508905158
-0.000133391714675156,0.000150385891882242,0.246256075617453,3.92958003692492,2867.156,4.00639611209519,3.52752579943855,7523.703,5.6295440188959,1.60006458143556,2.43330547915225,0.579455298858854,0.874474258197894
-0.000149406650670058,0.00015222165593846,0.244529993050207,3.8618836221782,2875.609,4.00571776488525,3.5130886445157,7002.766,5.62147020423646,1.60450908734345,2.4487171561482,0.583102524033656,0.870082327539803
-0.000135062229633147,0.0001225987682608,0.211312429990414,4.52919642821731,2940.718,4.03576674568514,3.54074943636141,7613.547,5.79616797443853,1.64094645368992,2.51939131082334,0.599963237272943,0.903529666185232
-0.000162274527026109,0.000152866254541081,0.232093594542022,4.21121954216697,2893.484,3.99616705729729,3.53832072016205,6566.688,5.69770272768771,1.61431369728767,2.4002189420141,0.571559405463092,0.889108691686015
-0.000137742067211683,0.00015117650647745,0.227181279980044,4.11850000487591,2908.953,4.00151511253028,3.51718593741186,7384.844,5.6917090735802,1.62264303331657,2.4390511260603,0.580826647246818,0.879988686583874
-0.000143043543584048,0.000153440704592667,0.244818845297175,3.89813379287308,2857.235,4.00247145836731,3.52384868002474,7241.094,5.60203122708495,1.59397783661746,2.47030937310082,0.588262944040209,0.871381149633667
-0.000125995985532153,0.000154512068537439,0.252824552692971,3.90993705124698,2812.329,4.00465490674168,3.52953578291606,7898.781,5.5221692440814,1.56863268288345,2.50594699578569,0.596759740405648,0.868409116942723
-0.000134247440626979,0.000132764596906036,0.222204567025585,4.41015115869127,2819.156,4.0300139210065,3.51915768348069,7659.813,5.5208398101965,1.57301995988526,2.57856165024301,0.614025500899741,0.860086243180245
-0.000513853214236466,0.000156356117547502,0.261201866672792,3.71859626487002,3078.125,4.00899323898296,3.5326386070916,2343.75,6.05204593828538,1.71725052039391,1.89266476589972,0.450686882432197,0.930837321813854
-0.000158745495270126,0.000157556016082548,0.215048770875512,4.44380952678786,2989.86,3.97870485956284,3.54445291067504,6457.047,5.89699364862173,1.66778747096184,2.18565487417487,0.520471728982412,0.914188368861917
-0.000149074736181818,0.00015518634674036,0.215296920035286,4.35224202890344,2946.218,3.98413621669334,3.54450122131189,6732.625,5.81019773119673,1.64316451547276,2.21754034044835,0.528081337448231,0.904460501456762
-0.0001546595612429,0.00015286779602755,0.219820123936785,4.36285924113704,2903.266,3.9894389433567,3.5450151993786,6666.281,5.72892275279496,1.61997879444587,2.2776684857783,0.542362633726073,0.895231613273492
